vector_name,vector_number1,season_week,value
v,69,19,-0.05072213003376599
v,69,20,0.006631677847483645
v,69,21,-0.001990538688246157
v,69,22,0.001689814029159029
v,69,23,0.033404184662906684
v,69,24,0.053960178990228064
v,69,25,-0.13208668885911876
v,69,26,0.01001841884182056
v,69,27,0.048093035889834136
v,69,28,0.0320722831657144
v,69,29,-0.004361917334354332
v,69,30,-0.08602481410226881
v,69,31,-0.012170847912482947
v,69,32,-0.004082018895656833
v,70,0,-0.0029642239726532468
v,70,1,-0.010068976537113269
v,70,2,-0.017750348336119378
v,70,3,0.013767906458900019
v,70,4,-0.03491655170783274
v,70,5,0.040496791022241185
v,70,6,-0.020097772370276788
v,70,7,0.04931315753615135
v,70,8,-0.060142203652462964
v,70,9,-0.022903820763915797
v,70,10,0.025233535750627253
v,70,11,-0.02937215597136207
v,70,12,-0.011671288914958711
v,70,13,0.03172022593185562
v,70,14,0.02524945901178799
v,70,15,0.08384536734547557
v,70,16,-0.04070354077406591
v,70,17,-0.02140097543957235
v,70,18,-0.07784196197567071
v,70,19,0.05341551965565873
v,70,20,-0.09262618995758887
v,70,21,-0.026061187736911226
v,70,22,-0.00414843325857254
v,70,23,0.09776860932271009
v,70,24,-0.03588133766240834
v,70,25,-0.04579799482420479
v,70,26,0.003610979497336965
v,70,27,0.007408975579572499
v,70,28,0.10644533393308721
v,70,29,0.15042957443719013
v,70,30,0.18025894311392684
v,70,31,0.024842406716973204
v,70,32,-0.0022971433005107775
v,71,0,0.01970269337817059
v,71,1,0.01773203906689964
v,71,2,-0.006164267114223562
v,71,3,0.05908623826806095
v,71,4,-0.039800151681601025
v,71,5,-0.049403250276092533
v,71,6,-0.02729179885412171
v,71,7,0.04726545885150069
v,71,8,-0.04176306905559908
v,71,9,-0.010932194424145635
v,71,10,-0.04964142873347901
v,71,11,-0.059102630886331935
v,71,12,0.028707503703215072
v,71,13,0.016329637868073392
v,71,14,-0.05705723842374916
v,71,15,0.04613812795548834
v,71,16,-0.011929745474293969
v,71,17,-0.006347223374541088
v,71,18,0.13197764944682183
v,71,19,0.06691781641537012
v,71,20,0.046094251149353616
v,71,21,-0.07653841751553275
v,71,22,-0.006281513662353411
v,71,23,-0.08257942688741475
v,71,24,0.03860928922332128
v,71,25,-0.003863915204659899
v,71,26,-0.01978832847203402
v,71,27,-0.04809817128376059
v,71,28,-0.05551755593680237
v,71,29,0.007835407659989323
v,71,30,-0.1061735270864189
v,71,31,0.09548458876349664
v,71,32,0.017807450843955464
v,72,0,-0.004573582263668329
v,72,1,-0.008536594205173987
v,72,2,-0.013542511179539725
v,72,3,0.0032787828637211667
v,72,4,-0.047067303839784524
v,72,5,0.023741921526912072
v,72,6,-0.06234569841972522
v,72,7,0.08136828250497706
v,72,8,-0.043666855492947604
v,72,9,-0.01664717365573257
v,72,10,0.013265910290477774
v,72,11,0.04373006505653065
v,72,12,-0.13112893499594405
v,72,13,0.004689789855056893
v,72,14,-0.01892579168901297
v,72,15,0.05453745064960121
v,72,16,0.0021906166904595223
v,72,17,-0.05068272990124307
v,72,18,0.03389211074177623
v,72,19,-0.015963175247557748
v,72,20,0.037072459462370186
v,72,21,0.041641276632430724
v,72,22,0.07216024405321463
v,72,23,-0.08667740354189496
v,72,24,0.03198002955233266
v,72,25,-0.022762114409577195
v,72,26,0.3776116137374696
v,72,27,0.23481696918341277
v,72,28,-0.13950351911989964
v,72,29,0.05004144085121731
v,72,30,-0.12053997598481642
v,72,31,-0.018543541601723397
v,72,32,-0.022569165676972223
v,73,0,-0.002220570451088729
v,73,1,-0.0039798240006709285
v,73,2,-0.011581135596766734
v,73,3,0.013828208719288257
v,73,4,-0.030770352462210583
v,73,5,0.01843185312786442
v,73,6,-0.018897746738011492
v,73,7,0.026628417237970436
v,73,8,-0.030722034859680766
v,73,9,0.007364322690125208
v,73,10,0.017763635756467014
v,73,11,0.0024413560242845835
v,73,12,-0.04022483515193473
v,73,13,0.027359449502179268
v,73,14,0.019095484939531802
v,73,15,0.04851204230002125
v,73,16,-0.012567322145034442
v,73,17,0.009678633966845353
v,73,18,-0.0006957062421634446
v,73,19,0.005944360986097534
v,73,20,-0.0413263145440806
v,73,21,0.036265063644076084
v,73,22,0.02759135357112289
v,73,23,0.004404561488051591
v,73,24,-0.0013022118241862758
v,73,25,-0.020785078764960763
v,73,26,0.0764647755563502
v,73,27,-0.02709163252675799
v,73,28,-0.02948282820013907
v,73,29,0.04493216094739316
v,73,30,0.00716600062059768
v,73,31,0.02100137028332994
v,73,32,-0.0074727507674716
v,74,0,-0.003307201970622099
v,74,1,-0.009110691985363092
v,74,2,-0.026857433420953924
v,74,3,0.008098408129794557
v,74,4,-0.05230489626098867
v,74,5,0.03626402401428341
v,74,6,-0.06447462203978965
v,74,7,0.08312560648107903
v,74,8,-0.07729230105405202
v,74,9,-0.04083629336099606
v,74,10,0.023760429222468044
v,74,11,-0.0023583964942355505
v,74,12,-0.06740103570107905
v,74,13,0.038608337317025725
v,74,14,0.01131346128121026
v,74,15,0.1041542315022116
v,74,16,-0.03932867041237134
v,74,17,-0.05480044648187135
v,74,18,-0.07046663302783447
v,74,19,0.0436946586948737
v,74,20,-0.04952980645493861
v,74,21,-0.02822846054572924
v,74,22,0.029177865436611536
v,74,23,0.024824818119033868
v,74,24,-0.019597957724811998
v,74,25,-0.014330378281686368
v,74,26,0.09357373578575232
v,74,27,0.036817937826644144
v,74,28,0.005798155897390563
v,74,29,0.024036431394144145
v,74,30,0.004649373383218039
v,74,31,-0.04180737184158083
v,74,32,-0.009573123157862282
v,75,0,-0.0016054606859603484
v,75,1,-0.005013463861106337
v,75,2,-0.02034575209632432
v,75,3,0.026083576450640158
v,75,4,-0.04410040694674943
v,75,5,0.03980536470651761
v,75,6,-0.010262732346926491
v,75,7,0.06914442313721333
v,75,8,-0.050853843097048934
v,75,9,-0.000424832201521428
v,75,10,0.00623640708963653
v,75,11,-0.0001322470069498316
v,75,12,-0.027277978661393875
v,75,13,0.027731528665820796
v,75,14,0.02366396701466939
v,75,15,0.054336793776585054
v,75,16,-0.031789683789806365
v,75,17,-0.04340627899710496
v,75,18,0.045473243404570415
v,75,19,1.8082571197963488e-05
v,75,20,-0.008562347902934688
v,75,21,0.0057496359427220865
v,75,22,0.02077977253957218
v,75,23,0.01612044633536948
v,75,24,-0.03433875013481911
v,75,25,0.021993465670048673
v,75,26,0.03419198441052461
v,75,27,-0.046488635517013314
v,75,28,-0.09211419958227654
v,75,29,0.010257219955028568
v,75,30,0.0017174658719831364
v,75,31,-0.006501176930498351
v,75,32,0.00014623774881361573
v,76,0,0.005715368123357082
v,76,1,0.012126737613879642
v,76,2,-0.02798243786400572
v,76,3,0.015997272970391774
v,76,4,-0.006687931542567912
v,76,5,-0.0012159424871550396
v,76,6,-0.0029989920727208665
v,76,7,0.028060304922217248
v,76,8,-0.016166012232060035
v,76,9,0.004049425392590689
v,76,10,-0.010826754153601861
v,76,11,-0.012082173310052152
v,76,12,0.003435486441672986
v,76,13,-0.0005545934396055784
v,76,14,0.002495939923569011
v,76,15,0.026036551395420264
v,76,16,0.003049166205566641
v,76,17,-0.01963593869749994
v,76,18,-0.001519244011509781
v,76,19,-0.009629549567664016
v,76,20,-0.031894174465821844
v,76,21,-0.02025003529243813
v,76,22,-0.037858490172124795
v,76,23,0.017686749533953026
v,76,24,0.012107724476451743
v,76,25,-0.022422051057341297
v,76,26,-0.02003208383194058
v,76,27,0.01266776825166835
v,76,28,0.013139532780719502
v,76,29,-0.011017604157200352
v,76,30,0.01776210758311838
v,76,31,0.0013919445267414155
v,76,32,-0.00871074631041998
v,77,0,0.005084613170225025
v,77,1,0.0035380021336321693
v,77,2,-0.01766311870561222
v,77,3,0.029112633906502844
v,77,4,-0.008534404669207706
v,77,5,0.015695617220457793
v,77,6,0.011095813792046345
v,77,7,0.05107954882082035
v,77,8,-0.06005228625302621
v,77,9,0.012362098591021178
v,77,10,-0.020074941802854213
v,77,11,0.008934039007059587
v,77,12,-0.031150265154849876
v,77,13,-0.021055779383383346
v,77,14,0.016964166649192005
v,77,15,-0.017455899225044452
v,77,16,0.006385478218294438
v,77,17,0.009935875050271797
v,77,18,0.09816585226295226
v,77,19,-0.0598732085924417
v,77,20,-0.0143850480482774
v,77,21,0.04816469833920798
v,77,22,0.029312233471633586
v,77,23,0.0401211986416519
v,77,24,0.05762641444164843
v,77,25,-0.043512817527279445
v,77,26,0.027461354879518327
v,77,27,-0.014253379847961586
v,77,28,-0.004039429736314708
v,77,29,0.152572258772624
v,77,30,-0.06317330645627428
v,77,31,-0.11817170715298823
v,77,32,-0.0030056058278742012
v,78,0,0.0047467773599439485
v,78,1,0.0029491032752698948
v,78,2,-0.01871673347691101
v,78,3,0.021701752686798772
v,78,4,-0.02008016908837119
v,78,5,0.021399568709436677
v,78,6,0.016491277592833146
v,78,7,0.030556472020466748
v,78,8,-0.04674952625950232
v,78,9,0.004145686699112588
v,78,10,-0.0021720307697863147
v,78,11,-0.023267710646269493
v,78,12,0.012947181794263036
v,78,13,0.00802590384029151
v,78,14,0.006264154687396934
v,78,15,0.03863750451255029
v,78,16,-0.02114998443026113
v,78,17,-0.015425978990676943
v,78,18,0.01637602099637541
v,78,19,0.029705490583258498
v,78,20,-0.027479988963381503
v,78,21,-0.024519545088129625
v,78,22,-0.005537958418009477
v,78,23,-0.0013800671460025594
v,78,24,-0.018659335108869125
v,78,25,0.03270653734091122
v,78,26,-0.008222285725740967
v,78,27,-0.02884848836563691
v,78,28,0.013229536344712725
v,78,29,-0.011881419507781592
v,78,30,0.022467059150472417
v,78,31,0.02361278270602357
v,78,32,-0.003857139164081168
v,79,0,0.00660941591640814
v,79,1,-0.008392158839235735
v,79,2,-0.03393169213134214
v,79,3,0.037031240131765196
v,79,4,-0.0201263805660659
v,79,5,0.049575856126530864
v,79,6,0.027300635390969906
v,79,7,0.10827421860276912
v,79,8,-0.04509544384084098
v,79,9,-0.028430686579484096
v,79,10,0.02611038905199338
v,79,11,-0.06056187922424679
v,79,12,-0.001812153052814982
v,79,13,-0.012723080114575958
v,79,14,0.014075660578728666
v,79,15,0.08197561690060132
v,79,16,-0.0700397574645335
v,79,17,-0.011689549168473175
v,79,18,0.009372361871330337
v,79,19,-0.06183050619127647
v,79,20,-0.005041712698511282
v,79,21,-0.027916539255278632
v,79,22,-0.2528950818144016
v,79,23,-0.11322187597647276
v,79,24,-0.1125556244951962
v,79,25,0.12005992845195697
v,79,26,0.007965373527401868
v,79,27,0.03320319227302261
v,79,28,0.15807989506462186
v,79,29,-0.02284788638809003
v,79,30,-0.00453381956330925
v,79,31,0.007332494660745798
v,79,32,0.002408455104919327
v,80,0,0.016589150495003785
v,80,1,0.0005615380166989347
v,80,2,-0.012317898142638182
v,80,3,0.06482624679266681
v,80,4,-0.019738808920570543
v,80,5,0.059956858713260244
v,80,6,0.0877245058884135
v,80,7,0.03652307647354399
v,80,8,-0.07075373126924132
v,80,9,0.04716061107426344
v,80,10,-0.07408123373332293
v,80,11,-0.06489786290861689
v,80,12,0.03620263476555911
v,80,13,0.018791807316539802
v,80,14,-0.006806788139232484
v,80,15,-0.07011944101127184
v,80,16,-0.0670458054931313
v,80,17,-0.0010671933822788567
v,80,18,0.08869167517145887
v,80,19,0.09659171290745734
v,80,20,-0.06552540084449804
v,80,21,0.09403438010792112
v,80,22,0.15973172403274213
v,80,23,0.061845102449144526
v,80,24,0.11874652506564944
v,80,25,-0.030584860009872098
v,80,26,-0.009145809785775862
v,80,27,0.011287603420763011
v,80,28,0.03592197883160885
v,80,29,0.09152643911794638
v,80,30,0.049517400450011496
v,80,31,0.0941054834523574
v,80,32,-0.005600170056904524
v,81,0,-0.01185395964972251
v,81,1,-0.02476072070417828
v,81,2,-0.05419620006109343
v,81,3,0.03617684062285529
v,81,4,-0.07470281519698396
v,81,5,0.10383843776986106
v,81,6,-0.0612970542438029
v,81,7,0.14724472855406667
v,81,8,-0.11411028283609452
v,81,9,0.03749245337215121
v,81,10,0.028378770893702658
v,81,11,0.03037690754493971
v,81,12,0.001410507316338943
v,81,13,0.00695459411286474
v,81,14,-8.922128728450218e-05
v,81,15,0.06156994557460084
v,81,16,-0.01845625617384493
v,81,17,0.07829042502871739
v,81,18,-0.10227068602890804
v,81,19,-0.1009582132188013
v,81,20,0.25428799056991325
v,81,21,0.22619549089354601
v,81,22,0.2803670127485656
v,81,23,-0.12412831762065865
v,81,24,-0.006006321957645361
v,81,25,0.11069812460788976
v,81,26,-0.05392360970540323
v,81,27,0.1381524587492825
v,81,28,-0.1027018884204253
v,81,29,-0.23114550888215823
v,81,30,0.41479033054175884
v,81,31,-0.033536704472103676
v,81,32,0.014445916569200523
v,82,0,-0.0035874678920295973
v,82,1,-0.008066844786350275
v,82,2,-0.01626293953839466
v,82,3,0.016628991229892677
v,82,4,-0.057733338410327725
v,82,5,0.02338957346546969
v,82,6,-0.031043940845540647
v,82,7,0.065461391688343
v,82,8,-0.028121617863413235
v,82,9,0.0009870157822033784
v,82,10,0.0010856019817895284
v,82,11,0.016668454323101562
v,82,12,-0.013101247738239643
v,82,13,0.005483983293580207
v,82,14,0.0374092740177186
v,82,15,0.09330531880628681
v,82,16,0.0344340001626006
v,82,17,-0.06283608321942483
v,82,18,-0.09842059558405271
v,82,19,0.07072172493652464
v,82,20,-0.09712289553902775
v,82,21,-0.13905120174882407
v,82,22,0.017113010449793846
v,82,23,0.10588515181317384
v,82,24,0.023942281664146248
v,82,25,-0.17141635129552
v,82,26,0.02559742962722314
v,82,27,0.11150724680356779
v,82,28,0.1328143263582673
v,82,29,-0.07573789235553602
v,82,30,-0.2622597844127926
v,82,31,0.29341001055669513
v,82,32,0.03479387318939563
v,83,0,-0.0028850438191759084
v,83,1,-0.0020651201509594265
v,83,2,-0.013584593613349018
v,83,3,0.014274969415833783
v,83,4,-0.03908138479102271
v,83,5,0.029691541746241945
v,83,6,-0.021899523624902044
v,83,7,0.050856697808754125
v,83,8,-0.03928606863285837
v,83,9,-0.009961938542946708
v,83,10,0.01943665024310204
v,83,11,-0.02414776170095992
v,83,12,-0.016448347782538657
v,83,13,0.022637481256991897
v,83,14,0.013601542455462922
v,83,15,0.07225522039387833
v,83,16,-0.032858214370386295
v,83,17,0.0004363950414752009
v,83,18,-0.05675822126135173
v,83,19,0.019937566065717234
v,83,20,-0.031818844557898796
v,83,21,0.027940383417113614
v,83,22,0.029044077598267767
v,83,23,0.023132461864976934
v,83,24,-0.005726439180597965
v,83,25,-0.017499575819451257
v,83,26,0.03473706484183475
v,83,27,-0.018327440259738526
v,83,28,0.020750411059485403
v,83,29,0.0485939454593743
v,83,30,0.009573076211238575
v,83,31,-0.04934883938879885
v,83,32,-0.0016745544610789753
v,84,0,-0.006523305682986462
v,84,1,-0.01381636787067717
v,84,2,-0.02325795037023428
v,84,3,0.013658842020635931
v,84,4,-0.06172869458351185
v,84,5,0.04514244693878227
v,84,6,-0.040547027062977886
v,84,7,0.110311954800098
v,84,8,-0.06053332888610028
v,84,9,-0.014415608936366588
v,84,10,0.016321320520027376
v,84,11,-0.016015491738699157
v,84,12,-0.0860294699656226
v,84,13,0.052761682603980044
v,84,14,0.03731191482590117
v,84,15,0.08329911876720332
v,84,16,-0.02242419573461344
v,84,17,-0.022403195102314002
v,84,18,0.11886745151153981
v,84,19,-0.06562601044919165
v,84,20,-0.0025002595141743814
v,84,21,0.00356690295579541
v,84,22,-0.04773595368256646
v,84,23,0.05988864988370063
v,84,24,0.005809532722156622
v,84,25,0.04231943199870469
v,84,26,-0.05021541223223528
v,84,27,-0.031020913171353793
v,84,28,0.23907071791720041
v,84,29,0.09886165742766162
v,84,30,0.08151977798921214
v,84,31,-0.02656601855226501
v,84,32,-0.01363584206308835
v,85,0,-0.003943799702381805
v,85,1,-0.004650183277887086
v,85,2,-0.013506716684020786
v,85,3,0.012854599851612946
v,85,4,-0.037810006061699486
v,85,5,0.029091173501091635
v,85,6,-0.025820740423626077
v,85,7,0.04927368784746282
v,85,8,-0.045032544063829255
v,85,9,-0.008789565697681096
v,85,10,0.015600399588458755
v,85,11,-0.00952836619754688
v,85,12,-0.024365830749790755
v,85,13,0.02252694609467942
v,85,14,0.010303432804894083
v,85,15,0.0776670381998846
v,85,16,-0.03660392059204841
v,85,17,-0.024367441240578977
v,85,18,-0.03856037731884816
v,85,19,0.03486426084262701
v,85,20,-0.03745990451656061
v,85,21,-0.013427565807807434
v,85,22,-0.01348943000597358
v,85,23,0.007652592912222606
v,85,24,-0.009673471066418457
v,85,25,-0.009961438308763022
v,85,26,0.060637877016270325
v,85,27,0.06018600819917803
v,85,28,0.056445109852447
v,85,29,-0.009519080998318032
v,85,30,0.004239276842739188
v,85,31,-0.03554963647451993
v,85,32,-0.0031467213775649983
v,86,0,0.003264520643399961
v,86,1,0.008288584331247828
v,86,2,-0.02248718458476389
v,86,3,0.005180284882528577
v,86,4,0.007276498172043632
v,86,5,-0.014172956343030405
v,86,6,-0.012637239298193222
v,86,7,0.02383504246597569
v,86,8,0.0007880804815463523
v,86,9,0.002832454562646779
v,86,10,-0.018948802573041993
v,86,11,0.023332703350987465
v,86,12,-0.021578988926822477
v,86,13,-0.01251606581393143
v,86,14,-0.012560148407769561
v,86,15,0.03137699706390015
v,86,16,-0.022830977351132268
v,86,17,0.0032536519817330176
v,86,18,-0.03743953174387764
v,86,19,-0.032655476148168855
v,86,20,-0.06652203662546076
v,86,21,-0.034660558140317585
v,86,22,0.007456984822879372
v,86,23,0.016051163598542514
v,86,24,0.046527025608497086
v,86,25,0.033216171508650034
v,86,26,0.01416328599660357
v,86,27,0.024924633190986083
v,86,28,0.01563913111012442
v,86,29,0.07350581793979617
v,86,30,-0.001177870865060559
v,86,31,-0.013705870074674243
v,86,32,-0.0004525049957749133
v,87,0,0.027739087439515236
v,87,1,0.05002503965990119
v,87,2,-0.10911076879771675
v,87,3,-0.03835825393729686
v,87,4,0.08936748535522747
v,87,5,-0.003632686376521947
v,87,6,-0.023926724438715977
v,87,7,0.08346187979918687
v,87,8,-0.05016995169495772
v,87,9,-0.06128098468054532
v,87,10,-0.12588812541918837
v,87,11,-0.0391781952832952
v,87,12,0.05209753251606701
v,87,13,-0.15618908021353134
v,87,14,-0.05248938354343667
v,87,15,0.015003028563746856
v,87,16,0.0022690112409753226
v,87,17,0.0026743186852456018
v,87,18,-0.015743542647248376
v,87,19,-0.0458642420174261
v,87,20,-0.060816598039519984
v,87,21,-0.06444573319914235
v,87,22,-0.008749171412802854
v,87,23,-0.009122849570495924
v,87,24,0.14261698834993444
v,87,25,-0.16362895131941937
v,87,26,-0.011452657772848068
v,87,27,0.010302278990522273
v,87,28,-0.02117910701114102
v,87,29,-0.13140832205162375
v,87,30,0.06150831009693448
v,87,31,0.1967571737071369
v,87,32,-0.023017240816268596
v,88,0,8.352097319184245e-05
v,88,1,0.001551843323894699
v,88,2,-0.01361750838213528
v,88,3,0.013361087543876259
v,88,4,-0.017016041237995216
v,88,5,0.010722463644079527
v,88,6,0.0045318023880938745
v,88,7,0.031111688321433652
v,88,8,-0.02978925302537337
v,88,9,-0.0001630486584152501
v,88,10,-0.00016163182463529123
v,88,11,-0.014262598086132552
v,88,12,0.001659644922135042
v,88,13,-0.002363091717451145
v,88,14,0.0071913340379964295
v,88,15,0.03104132262805478
v,88,16,-0.011291049310864752
v,88,17,-0.004693534685586233
v,88,18,-0.009227742889830182
v,88,19,0.018667496968949322
v,88,20,-0.015941253031592127
v,88,21,-0.007759555783565787
v,88,22,0.02094086892000487
v,88,23,0.020647654736894692
v,88,24,0.010520779384057365
v,88,25,-0.009113206199673094
v,88,26,0.009429362274316684
v,88,27,-0.00973715490829493
v,88,28,-0.009271937478058465
v,88,29,0.011788151766473158
v,88,30,0.014051602705764929
v,88,31,-0.024130516971923272
v,88,32,-0.0022599365724850218
v,89,0,0.008803312281998698
v,89,1,-0.000215307863180095
v,89,2,-0.033951223423551904
v,89,3,0.05262605509671665
v,89,4,-0.012598905496022893
v,89,5,0.04019275082842573
v,89,6,0.06249752004659499
v,89,7,0.09157022539816106
v,89,8,-0.05825472629731946
v,89,9,0.05997205518423561
v,89,10,-0.03454322165741954
v,89,11,-0.07042630757810596
v,89,12,0.09513698878103372
v,89,13,-0.009663829937842464
v,89,14,0.028975743651304488
v,89,15,-0.0036045959679774572
v,89,16,-0.03990610728167079
v,89,17,0.03680381628853383
v,89,18,0.05827263222183758
v,89,19,0.01881972277863471
v,89,20,0.0609562744903864
v,89,21,-0.07598164061794253
v,89,22,0.01304350562020285
v,89,23,-0.03592791757220896
v,89,24,-0.030176892117384353
v,89,25,0.07865115832071902
v,89,26,0.04630958783054541
v,89,27,-0.03245935666829178
v,89,28,-0.11854018637956745
v,89,29,-0.012231980128252499
v,89,30,-0.02672486406873526
v,89,31,0.01765406055499555
v,89,32,0.03620767420251878
v,90,0,-0.0017924883122174564
v,90,1,-0.0029891225458372295
v,90,2,-0.007264999789987932
v,90,3,0.005671810185368252
v,90,4,-0.01813013070291485
v,90,5,0.01596189284476529
v,90,6,-0.01341543223901753
v,90,7,0.029353749921819716
v,90,8,-0.013239117583798983
v,90,9,-0.006480188791479715
v,90,10,0.002105724381726435
v,90,11,0.0062200904458186235
v,90,12,-0.026721690483367647
v,90,13,0.012294959300025693
v,90,14,0.017169830984011973
v,90,15,0.003157559815170236
v,90,16,0.001983628420046921
v,90,17,-0.02171429849181095
v,90,18,0.0583285888106588
v,90,19,0.008804059277621639
v,90,20,0.0013359836779097056
v,90,21,-0.011268147327693446
v,90,22,0.03138245802021343
v,90,23,-0.002591083239061655
v,90,24,0.043776922210960495
v,90,25,-0.02407907031954638
v,90,26,0.002425540929093855
v,90,27,0.0313584683650691
v,90,28,0.027554879943298877
v,90,29,-0.03918435736186516
v,90,30,-0.00904695665549142
v,90,31,-0.025089529761672977
v,90,32,-0.014954588341712954
v,91,0,-0.0008799866870997787
v,91,1,-0.0017716008729688234
v,91,2,-0.009005199370784308
v,91,3,0.012328539113086914
v,91,4,-0.021701273478117275
v,91,5,0.01452973226796562
v,91,6,-0.01410575505691219
v,91,7,0.03395531876882252
v,91,8,-0.025659546027937446
v,91,9,-0.0032051356116264236
v,91,10,0.0036211516537515013
v,91,11,-0.011643836974727255
v,91,12,-0.012232201529875102
v,91,13,0.013183007282038913
v,91,14,0.0020564957261644708
v,91,15,0.0342035643532824
v,91,16,-0.015061511872958441
v,91,17,-0.009443759767721941
v,91,18,-0.014244870092071107
v,91,19,0.011310056452537444
v,91,20,0.000217144993588516
v,91,21,0.0027636280188102474
v,91,22,0.023746039626129593
v,91,23,-0.0044383870210628566
v,91,24,0.0034638917330965194
v,91,25,0.004427320501827974
v,91,26,0.043389479956442656
v,91,27,0.0020628987143149324
v,91,28,-0.0255509354807113
v,91,29,-0.018921783574504667
v,91,30,-0.03994179309182288
v,91,31,-0.02172890889540973
v,91,32,-0.002038926345042047
v,92,0,-0.002430547321856259
v,92,1,-0.0009950648619436924
v,92,2,-0.009660339736998967
v,92,3,0.004438607496669449
v,92,4,-0.02387285709874825
v,92,5,0.012125183374761511
v,92,6,-0.01996418956659842
v,92,7,0.023383491156258606
v,92,8,-0.030822949743966002
v,92,9,-0.007967925400247603
v,92,10,0.016164257489732742
v,92,11,-0.006512314140719425
v,92,12,-0.03330411077361417
v,92,13,0.011199334945309112
v,92,14,-0.012960082691227597
v,92,15,0.05419628286813841
v,92,16,-0.002597194549281253
v,92,17,-0.0023782553920670482
v,92,18,-0.039861984306754306
v,92,19,0.037793830866350596
v,92,20,-0.0480406336459908
v,92,21,0.007249103991455621
v,92,22,0.03215675116531761
v,92,23,-0.04916931449901424
v,92,24,0.0350168285020879
v,92,25,-0.0015085739137727892
v,92,26,0.026450688549496483
v,92,27,-0.016767450281373587
v,92,28,-0.055208243309896356
v,92,29,-0.07819089474512535
v,92,30,-0.07350423331300743
v,92,31,0.033419686167453666
v,92,32,-0.01353797915066167
v,93,0,-9.490451593507301e-05
v,93,1,0.0006790103601384467
v,93,2,-0.006991391927965289
v,93,3,0.007722697849587693
v,93,4,-0.015046480008054253
v,93,5,-0.005074772681108307
v,93,6,-0.007134191065835101
v,93,7,0.020421237636324915
v,93,8,-0.030007621934897456
v,93,9,-0.005578604616385721
v,93,10,-0.0007555746819120574
v,93,11,0.010041668275621328
v,93,12,-0.030736271497702652
v,93,13,-0.0031706065507086205
v,93,14,-0.00444739450320698
v,93,15,0.03433052971553423
v,93,16,-0.007924504709438866
v,93,17,-0.019362963970234133
v,93,18,-0.007881205590801878
v,93,19,0.02386854374395033
v,93,20,0.007999765620181915
v,93,21,-0.009650863559223883
v,93,22,0.03221240659284008
v,93,23,-0.027142780890039114
v,93,24,0.020599415006038353
v,93,25,0.007180775900746499
v,93,26,0.04613316332569159
v,93,27,0.029303689846636272
v,93,28,0.01004168704621174
v,93,29,0.0001456061091936597
v,93,30,-0.021011036544205518
v,93,31,0.002532804808074039
v,93,32,0.0029738927063252853
v,94,0,0.016622234860377543
v,94,1,0.012094226351759602
v,94,2,-0.032750368195301416
v,94,3,0.03492760085844884
v,94,4,0.002137789400962094
v,94,5,-0.0007474578096506842
v,94,6,-0.0035982228932102426
v,94,7,-0.0012586071570542933
v,94,8,-0.08197859151030706
v,94,9,0.03801089298910015
v,94,10,0.012459277143664037
v,94,11,0.11430632113996904
v,94,12,-0.07021555266985986
v,94,13,-0.08415936468183295
v,94,14,-0.03436965742300068
v,94,15,-0.028758425994081592
v,94,16,-0.01241397152449784
v,94,17,-0.1411460329741213
v,94,18,-0.011328087413992214
v,94,19,-0.07071006110647568
v,94,20,-0.1461973914771492
v,94,21,0.27098651552536523
v,94,22,-0.02675459030500165
v,94,23,0.005474061937990312
v,94,24,-0.15884335606707853
v,94,25,0.07709232569609044
v,94,26,0.13656176708300388
v,94,27,0.09630795042683857
v,94,28,-0.2882087596754436
v,94,29,-0.04816303569283853
v,94,30,-0.12894182722119185
v,94,31,-0.03586903090044729
v,94,32,-0.005546105850040933
v,95,0,0.0032444661872816395
v,95,1,0.005155870378222659
v,95,2,-0.012140937100693675
v,95,3,0.012793862444655022
v,95,4,-0.012084281298195481
v,95,5,0.00025294114148478094
v,95,6,0.00680297355057383
v,95,7,0.025507557061404534
v,95,8,-0.013203245212401135
v,95,9,-0.012324117406486496
v,95,10,0.002251186384202802
v,95,11,-0.016526704059235314
v,95,12,-0.006437737955981316
v,95,13,0.01692774989409456
v,95,14,-0.012153028598788656
v,95,15,0.005989362401335164
v,95,16,-0.02247317262693012
v,95,17,0.02298322442886646
v,95,18,-0.0004759296300351958
v,95,19,0.00582192186985778
v,95,20,-0.0071872072584849254
v,95,21,-0.0031009922746508076
v,95,22,-0.0008102656140505354
v,95,23,-0.01042606775420028
v,95,24,0.002152884280341284
v,95,25,-0.03244272370427594
v,95,26,0.03189106634280797
v,95,27,0.051485272978169454
v,95,28,-0.056147092377760596
v,95,29,-0.0009859776742632102
v,95,30,0.06434243195396494
v,95,31,-0.013071812727500867
v,95,32,-0.006719472830460595
v,96,0,0.003061110410041907
v,96,1,-0.014425536630450106
v,96,2,-0.010136393005616605
v,96,3,0.05705140076627696
v,96,4,-0.021841723610630494
v,96,5,0.05898862099674325
v,96,6,0.0597914961768858
v,96,7,0.061838890562045085
v,96,8,-0.041126575114580434
v,96,9,0.031049874802347423
v,96,10,-0.02696173621373059
v,96,11,-0.0958175359988036
v,96,12,0.05129849819429176
v,96,13,0.04731615452988085
v,96,14,0.053696459515433184
v,96,15,-0.0030706616440042793
v,96,16,-0.017148699885320157
v,96,17,0.02626943999000319
v,96,18,0.06873714586081366
v,96,19,0.06743952404928044
v,96,20,0.03010837960495665
v,96,21,-0.0732372830778005
v,96,22,0.001853436144098955
