date,location,location_name,population,value,season,season_week,epiyear,epiweek,weekly_rate,state_mean,state_std,zflu
2021-12-04,33,New Hampshire,1402054,1.0,2021/2022,8,2021,48,0.0709707089689943,21.057803468208093,41.05324265337026,-0.4885802477910097
2021-12-11,33,New Hampshire,1402054,3.0,2021/2022,9,2021,49,0.212912126906983,21.057803468208093,41.05324265337026,-0.43986302423605605
2021-12-18,33,New Hampshire,1402054,9.0,2021/2022,10,2021,50,0.638736380720949,21.057803468208093,41.05324265337026,-0.2937113535711949
2021-12-25,33,New Hampshire,1402054,5.0,2021/2022,11,2021,51,0.354853544844972,21.057803468208093,41.05324265337026,-0.39114580068110233
2022-01-01,33,New Hampshire,1402054,6.0,2021/2022,12,2021,52,0.425824253813966,21.057803468208093,41.05324265337026,-0.36678718890362544
2022-01-08,33,New Hampshire,1402054,4.0,2021/2022,13,2022,1,0.283882835875977,21.057803468208093,41.05324265337026,-0.41550441245857916
2022-01-15,33,New Hampshire,1402054,1.0,2021/2022,14,2022,2,0.0709707089689943,21.057803468208093,41.05324265337026,-0.4885802477910097
2022-01-22,33,New Hampshire,1402054,2.0,2021/2022,15,2022,3,0.141941417937989,21.057803468208093,41.05324265337026,-0.4642216360135329
2022-01-29,33,New Hampshire,1402054,1.0,2021/2022,16,2022,4,0.0709707089689943,21.057803468208093,41.05324265337026,-0.4885802477910097
2022-02-05,33,New Hampshire,1402054,1.0,2021/2022,17,2022,5,0.0709707089689943,21.057803468208093,41.05324265337026,-0.4885802477910097
2022-02-12,33,New Hampshire,1402054,9.0,2021/2022,18,2022,6,0.638736380720949,21.057803468208093,41.05324265337026,-0.2937113535711949
2022-02-19,33,New Hampshire,1402054,7.0,2021/2022,19,2022,7,0.49679496278296,21.057803468208093,41.05324265337026,-0.3424285771261486
2022-02-26,33,New Hampshire,1402054,0.0,2021/2022,20,2022,8,0.0,21.057803468208093,41.05324265337026,-0.5129388595684866
2022-03-05,33,New Hampshire,1402054,2.0,2021/2022,21,2022,9,0.141941417937989,21.057803468208093,41.05324265337026,-0.4642216360135329
2022-03-12,33,New Hampshire,1402054,14.0,2021/2022,22,2022,10,0.99358992556592,21.057803468208093,41.05324265337026,-0.17191829468381062
2022-03-19,33,New Hampshire,1402054,10.0,2021/2022,23,2022,11,0.709707089689943,21.057803468208093,41.05324265337026,-0.26935274179371804
2022-03-26,33,New Hampshire,1402054,7.0,2021/2022,24,2022,12,0.49679496278296,21.057803468208093,41.05324265337026,-0.3424285771261486
2022-04-02,33,New Hampshire,1402054,6.0,2021/2022,25,2022,13,0.425824253813966,21.057803468208093,41.05324265337026,-0.36678718890362544
2022-04-09,33,New Hampshire,1402054,13.0,2021/2022,26,2022,14,0.922619216596926,21.057803468208093,41.05324265337026,-0.19627690646128748
2022-04-16,33,New Hampshire,1402054,17.0,2021/2022,27,2022,15,1.2065020524729,21.057803468208093,41.05324265337026,-0.09884245935138007
2022-04-23,33,New Hampshire,1402054,28.0,2021/2022,28,2022,16,1.98717985113184,21.057803468208093,41.05324265337026,0.16910227020086532
2022-04-30,33,New Hampshire,1402054,24.0,2021/2022,29,2022,17,1.70329701525586,21.057803468208093,41.05324265337026,0.07166782309095791
2022-05-07,33,New Hampshire,1402054,21.0,2021/2022,30,2022,18,1.49038488834888,21.057803468208093,41.05324265337026,-0.0014080122414726526
2022-05-14,33,New Hampshire,1402054,14.0,2021/2022,31,2022,19,0.99358992556592,21.057803468208093,41.05324265337026,-0.17191829468381062
2022-05-21,33,New Hampshire,1402054,13.0,2021/2022,32,2022,20,0.922619216596926,21.057803468208093,41.05324265337026,-0.19627690646128748
2021-10-09,34,New Jersey,9290841,5.0,2021/2022,0,2021,40,0.0526268646882263,188.0,341.9783754893365,-0.5351215548004914
2021-10-16,34,New Jersey,9290841,2.0,2021/2022,1,2021,41,0.0210507458752905,188.0,341.9783754893365,-0.5438940393054175
2021-10-23,34,New Jersey,9290841,11.0,2021/2022,2,2021,42,0.115779102314098,188.0,341.9783754893365,-0.5175765857906393
2021-10-30,34,New Jersey,9290841,2.0,2021/2022,3,2021,43,0.0210507458752905,188.0,341.9783754893365,-0.5438940393054175
2021-11-06,34,New Jersey,9290841,3.0,2021/2022,4,2021,44,0.0315761188129358,188.0,341.9783754893365,-0.5409698778037755
2021-11-13,34,New Jersey,9290841,7.0,2021/2022,5,2021,45,0.0736776105635169,188.0,341.9783754893365,-0.5292732317972073
2021-11-20,34,New Jersey,9290841,12.0,2021/2022,6,2021,46,0.126304475251743,188.0,341.9783754893365,-0.5146524242889972
2021-11-27,34,New Jersey,9290841,17.0,2021/2022,7,2021,47,0.17893133993997,188.0,341.9783754893365,-0.500031616780787
2021-12-04,34,New Jersey,9290841,36.0,2021/2022,8,2021,48,0.37891342575523,188.0,341.9783754893365,-0.4444725482495885
2021-12-11,34,New Jersey,9290841,47.0,2021/2022,9,2021,49,0.494692528069328,188.0,341.9783754893365,-0.4123067717315262
2021-12-18,34,New Jersey,9290841,69.0,2021/2022,10,2021,50,0.726250732697524,188.0,341.9783754893365,-0.3479752186954015
2021-12-25,34,New Jersey,9290841,50.0,2021/2022,11,2021,51,0.526268646882263,188.0,341.9783754893365,-0.40353428722660006
2022-01-01,34,New Jersey,9290841,53.0,2021/2022,12,2021,52,0.557844765695199,188.0,341.9783754893365,-0.394761802721674
2022-01-08,34,New Jersey,9290841,43.0,2021/2022,13,2022,1,0.452591036318747,188.0,341.9783754893365,-0.4240034177380943
2022-01-15,34,New Jersey,9290841,26.0,2021/2022,14,2022,2,0.273659696378777,188.0,341.9783754893365,-0.4737141632660088
2022-01-22,34,New Jersey,9290841,17.0,2021/2022,15,2022,3,0.17893133993997,188.0,341.9783754893365,-0.500031616780787
2022-01-29,34,New Jersey,9290841,19.0,2021/2022,16,2022,4,0.19998208581526,188.0,341.9783754893365,-0.494183293777503
2022-02-05,34,New Jersey,9290841,18.0,2021/2022,17,2022,5,0.189456712877615,188.0,341.9783754893365,-0.497107455279145
2022-02-12,34,New Jersey,9290841,20.0,2021/2022,18,2022,6,0.210507458752905,188.0,341.9783754893365,-0.49125913227586093
2022-02-19,34,New Jersey,9290841,22.0,2021/2022,19,2022,7,0.231558204628196,188.0,341.9783754893365,-0.4854108092725769
2022-02-26,34,New Jersey,9290841,28.0,2021/2022,20,2022,8,0.294710442254068,188.0,341.9783754893365,-0.4678658402627247
2022-03-05,34,New Jersey,9290841,33.0,2021/2022,21,2022,9,0.347337306942294,188.0,341.9783754893365,-0.45324503275451455
2022-03-12,34,New Jersey,9290841,30.0,2021/2022,22,2022,10,0.315761188129358,188.0,341.9783754893365,-0.4620175172594407
2022-03-19,34,New Jersey,9290841,41.0,2021/2022,23,2022,11,0.431540290443456,188.0,341.9783754893365,-0.42985174074137833
2022-03-26,34,New Jersey,9290841,60.0,2021/2022,24,2022,12,0.631522376258716,188.0,341.9783754893365,-0.37429267221017976
2022-04-02,34,New Jersey,9290841,80.0,2021/2022,25,2022,13,0.842029835011622,188.0,341.9783754893365,-0.3158094421773392
2022-04-09,34,New Jersey,9290841,136.0,2021/2022,26,2022,14,1.43145071951976,188.0,341.9783754893365,-0.15205639808538554
2022-04-16,34,New Jersey,9290841,140.0,2021/2022,27,2022,15,1.47355221127034,188.0,341.9783754893365,-0.14035975207881743
2022-04-23,34,New Jersey,9290841,126.0,2021/2022,28,2022,16,1.3261969901433,188.0,341.9783754893365,-0.18129801310180582
2022-04-30,34,New Jersey,9290841,125.0,2021/2022,29,2022,17,1.31567161720566,188.0,341.9783754893365,-0.18422217460344786
2022-05-07,34,New Jersey,9290841,119.0,2021/2022,30,2022,18,1.25251937957979,188.0,341.9783754893365,-0.20176714361330003
2022-05-14,34,New Jersey,9290841,95.0,2021/2022,31,2022,19,0.999910429076301,188.0,341.9783754893365,-0.27194701965270873
2022-05-21,34,New Jersey,9290841,87.0,2021/2022,32,2022,20,0.915707445575139,188.0,341.9783754893365,-0.29534031166584496
2021-10-09,35,New Mexico,2114371,1.0,2021/2022,0,2021,40,0.0469427148661945,53.7906976744186,85.93845428361274,-0.6142849334967041
2021-10-16,35,New Mexico,2114371,0.0,2021/2022,1,2021,41,0.0,53.7906976744186,85.93845428361274,-0.6259211679197695
2021-10-23,35,New Mexico,2114371,2.0,2021/2022,2,2021,42,0.093885429732389,53.7906976744186,85.93845428361274,-0.6026486990736388
2021-10-30,35,New Mexico,2114371,0.0,2021/2022,3,2021,43,0.0,53.7906976744186,85.93845428361274,-0.6259211679197695
2021-11-06,35,New Mexico,2114371,2.0,2021/2022,4,2021,44,0.093885429732389,53.7906976744186,85.93845428361274,-0.6026486990736388
2021-11-13,35,New Mexico,2114371,1.0,2021/2022,5,2021,45,0.0469427148661945,53.7906976744186,85.93845428361274,-0.6142849334967041
2021-11-20,35,New Mexico,2114371,1.0,2021/2022,6,2021,46,0.0469427148661945,53.7906976744186,85.93845428361274,-0.6142849334967041
2021-11-27,35,New Mexico,2114371,0.0,2021/2022,7,2021,47,0.0,53.7906976744186,85.93845428361274,-0.6259211679197695
2021-12-04,35,New Mexico,2114371,4.0,2021/2022,8,2021,48,0.187770859464778,53.7906976744186,85.93845428361274,-0.5793762302275082
2021-12-11,35,New Mexico,2114371,0.0,2021/2022,9,2021,49,0.0,53.7906976744186,85.93845428361274,-0.6259211679197695
2021-12-18,35,New Mexico,2114371,6.0,2021/2022,10,2021,50,0.281656289197167,53.7906976744186,85.93845428361274,-0.5561037613813775
2021-12-25,35,New Mexico,2114371,1.0,2021/2022,11,2021,51,0.0469427148661945,53.7906976744186,85.93845428361274,-0.6142849334967041
2022-01-01,35,New Mexico,2114371,3.0,2021/2022,12,2021,52,0.140828144598583,53.7906976744186,85.93845428361274,-0.5910124646505734
2022-01-08,35,New Mexico,2114371,3.0,2021/2022,13,2022,1,0.140828144598583,53.7906976744186,85.93845428361274,-0.5910124646505734
2022-01-15,35,New Mexico,2114371,2.0,2021/2022,14,2022,2,0.093885429732389,53.7906976744186,85.93845428361274,-0.6026486990736388
2022-01-22,35,New Mexico,2114371,0.0,2021/2022,15,2022,3,0.0,53.7906976744186,85.93845428361274,-0.6259211679197695
2022-01-29,35,New Mexico,2114371,0.0,2021/2022,16,2022,4,0.0,53.7906976744186,85.93845428361274,-0.6259211679197695
2022-02-05,35,New Mexico,2114371,9.0,2021/2022,17,2022,5,0.42248443379575,53.7906976744186,85.93845428361274,-0.5211950581121816
2022-02-12,35,New Mexico,2114371,4.0,2021/2022,18,2022,6,0.187770859464778,53.7906976744186,85.93845428361274,-0.5793762302275082
2022-02-19,35,New Mexico,2114371,5.0,2021/2022,19,2022,7,0.234713574330972,53.7906976744186,85.93845428361274,-0.5677399958044429
2022-02-26,35,New Mexico,2114371,4.0,2021/2022,20,2022,8,0.187770859464778,53.7906976744186,85.93845428361274,-0.5793762302275082
2022-03-05,35,New Mexico,2114371,4.0,2021/2022,21,2022,9,0.187770859464778,53.7906976744186,85.93845428361274,-0.5793762302275082
2022-03-12,35,New Mexico,2114371,6.0,2021/2022,22,2022,10,0.281656289197167,53.7906976744186,85.93845428361274,-0.5561037613813775
2022-03-19,35,New Mexico,2114371,15.0,2021/2022,23,2022,11,0.704140722992917,53.7906976744186,85.93845428361274,-0.4513776515737896
2022-03-26,35,New Mexico,2114371,36.0,2021/2022,24,2022,12,1.689937735183,53.7906976744186,85.93845428361274,-0.2070167286894179
2022-04-02,35,New Mexico,2114371,39.0,2021/2022,25,2022,13,1.83076587978158,53.7906976744186,85.93845428361274,-0.17210802542022194
2022-04-09,35,New Mexico,2114371,43.0,2021/2022,26,2022,14,2.01853673924636,53.7906976744186,85.93845428361274,-0.12556308772796065
2022-04-16,35,New Mexico,2114371,28.0,2021/2022,27,2022,15,1.31439601625345,53.7906976744186,85.93845428361274,-0.30010660407394046
2022-04-23,35,New Mexico,2114371,41.0,2021/2022,28,2022,16,1.92465130951397,53.7906976744186,85.93845428361274,-0.14883555657409128
2022-04-30,35,New Mexico,2114371,51.0,2021/2022,29,2022,17,2.39407845817592,53.7906976744186,85.93845428361274,-0.03247321234343808
2022-05-07,35,New Mexico,2114371,70.0,2021/2022,30,2022,18,3.28599004063361,53.7906976744186,85.93845428361274,0.188615241694803
2022-05-14,35,New Mexico,2114371,37.0,2021/2022,31,2022,19,1.7368804500492,53.7906976744186,85.93845428361274,-0.19538049426635257
2022-05-21,35,New Mexico,2114371,61.0,2021/2022,32,2022,20,2.86350560683786,53.7906976744186,85.93845428361274,0.08388913188721513
2021-10-09,36,New York,19571216,11.0,2021/2022,0,2021,40,0.0553675073668985,372.3885714285714,632.084935262563,-0.5717405229385091
2021-10-16,36,New York,19571216,7.0,2021/2022,1,2021,41,0.03523386832439,372.3885714285714,632.084935262563,-0.5780687863993973
2021-10-23,36,New York,19571216,10.0,2021/2022,2,2021,42,0.0503340976062714,372.3885714285714,632.084935262563,-0.5733225888037311
2021-10-30,36,New York,19571216,13.0,2021/2022,3,2021,43,0.0654343268881528,372.3885714285714,632.084935262563,-0.5685763912080649
2021-11-06,36,New York,19571216,17.0,2021/2022,4,2021,44,0.0855679659306614,372.3885714285714,632.084935262563,-0.5622481277471767
2021-11-13,36,New York,19571216,16.0,2021/2022,5,2021,45,0.0805345561700342,372.3885714285714,632.084935262563,-0.5638301936123987
2021-11-20,36,New York,19571216,23.0,2021/2022,6,2021,46,0.115768424494424,372.3885714285714,632.084935262563,-0.5527557325558443
2021-11-27,36,New York,19571216,24.0,2021/2022,7,2021,47,0.120801834255051,372.3885714285714,632.084935262563,-0.5511736666906222
2021-12-04,36,New York,19571216,41.0,2021/2022,8,2021,48,0.206369800185713,372.3885714285714,632.084935262563,-0.5242785469818471
2021-12-11,36,New York,19571216,79.0,2021/2022,9,2021,49,0.397639371089544,372.3885714285714,632.084935262563,-0.4641600441034086
2021-12-18,36,New York,19571216,82.0,2021/2022,10,2021,50,0.412739600371425,372.3885714285714,632.084935262563,-0.4594138465077424
2021-12-25,36,New York,19571216,61.0,2021/2022,11,2021,51,0.307037995398255,372.3885714285714,632.084935262563,-0.4926372296774058
2022-01-01,36,New York,19571216,69.0,2021/2022,12,2021,52,0.347305273483273,372.3885714285714,632.084935262563,-0.47998070275562926
2022-01-08,36,New York,19571216,29.0,2021/2022,13,2022,1,0.145968883058187,372.3885714285714,632.084935262563,-0.5432633373645118
2022-01-15,36,New York,19571216,42.0,2021/2022,14,2022,2,0.21140320994634,372.3885714285714,632.084935262563,-0.522696481116625
2022-01-22,36,New York,19571216,27.0,2021/2022,15,2022,3,0.135902063536933,372.3885714285714,632.084935262563,-0.546427469094956
2022-01-29,36,New York,19571216,18.0,2021/2022,16,2022,4,0.0906013756912885,372.3885714285714,632.084935262563,-0.5606660618819546
2022-02-05,36,New York,19571216,15.0,2021/2022,17,2022,5,0.0755011464094071,372.3885714285714,632.084935262563,-0.5654122594776207
2022-02-12,36,New York,19571216,23.0,2021/2022,18,2022,6,0.115768424494424,372.3885714285714,632.084935262563,-0.5527557325558443
2022-02-19,36,New York,19571216,39.0,2021/2022,19,2022,7,0.196302980664458,372.3885714285714,632.084935262563,-0.5274426787122912
2022-02-26,36,New York,19571216,29.0,2021/2022,20,2022,8,0.145968883058187,372.3885714285714,632.084935262563,-0.5432633373645118
2022-03-05,36,New York,19571216,57.0,2021/2022,21,2022,9,0.286904356355747,372.3885714285714,632.084935262563,-0.498965493138294
2022-03-12,36,New York,19571216,51.0,2021/2022,22,2022,10,0.256703897791984,372.3885714285714,632.084935262563,-0.5084578883296265
2022-03-19,36,New York,19571216,84.0,2021/2022,23,2022,11,0.42280641989268,372.3885714285714,632.084935262563,-0.45624971477729825
2022-03-26,36,New York,19571216,85.0,2021/2022,24,2022,12,0.427839829653307,372.3885714285714,632.084935262563,-0.4546676489120762
2022-04-02,36,New York,19571216,163.0,2021/2022,25,2022,13,0.820445790982224,372.3885714285714,632.084935262563,-0.3312665114247551
2022-04-09,36,New York,19571216,195.0,2021/2022,26,2022,14,0.981514903322292,372.3885714285714,632.084935262563,-0.28064040373764904
2022-04-16,36,New York,19571216,226.0,2021/2022,27,2022,15,1.13755060590173,372.3885714285714,632.084935262563,-0.231596361915765
2022-04-23,36,New York,19571216,275.0,2021/2022,28,2022,16,1.38418768417246,372.3885714285714,632.084935262563,-0.15407513451988378
2022-04-30,36,New York,19571216,271.0,2021/2022,29,2022,17,1.36405404512995,372.3885714285714,632.084935262563,-0.16040339798077202
2022-05-07,36,New York,19571216,231.0,2021/2022,30,2022,18,1.16271765470487,372.3885714285714,632.084935262563,-0.22368603258965467
2022-05-14,36,New York,19571216,188.0,2021/2022,31,2022,19,0.946281034997902,372.3885714285714,632.084935262563,-0.29171486479420344
2022-05-21,36,New York,19571216,182.0,2021/2022,32,2022,20,0.916080576434139,372.3885714285714,632.084935262563,-0.3012072599855359
2021-10-09,37,North Carolina,10835491,8.0,2021/2022,0,2021,40,0.0724242496666674,177.9364161849711,353.8812399380685,-0.48020747359964905
2021-10-16,37,North Carolina,10835491,25.0,2021/2022,1,2021,41,0.226325780208336,177.9364161849711,353.8812399380685,-0.4321687586822516
2021-10-23,37,North Carolina,10835491,34.0,2021/2022,2,2021,42,0.307803061083336,177.9364161849711,353.8812399380685,-0.4067364978436294
2021-10-30,37,North Carolina,10835491,38.0,2021/2022,3,2021,43,0.34401518591667,177.9364161849711,353.8812399380685,-0.3954332708042418
2021-11-06,37,North Carolina,10835491,51.0,2021/2022,4,2021,44,0.461704591625005,177.9364161849711,353.8812399380685,-0.35869778292623195
2021-11-13,37,North Carolina,10835491,3.0,2021/2022,5,2021,45,0.0271590936250003,177.9364161849711,353.8812399380685,-0.4943365073988836
2021-11-20,37,North Carolina,10835491,3.0,2021/2022,6,2021,46,0.0271590936250003,177.9364161849711,353.8812399380685,-0.4943365073988836
2021-11-27,37,North Carolina,10835491,18.0,2021/2022,7,2021,47,0.162954561750002,177.9364161849711,353.8812399380685,-0.45194940600117994
2021-12-04,37,North Carolina,10835491,19.0,2021/2022,8,2021,48,0.172007592958335,177.9364161849711,353.8812399380685,-0.44912359924133305
2021-12-11,37,North Carolina,10835491,36.0,2021/2022,9,2021,49,0.325909123500003,177.9364161849711,353.8812399380685,-0.4010848843239356
2021-12-18,37,North Carolina,10835491,41.0,2021/2022,10,2021,50,0.37117427954167,177.9364161849711,353.8812399380685,-0.38695585052470105
2021-12-25,37,North Carolina,10835491,92.0,2021/2022,11,2021,51,0.832878871166675,177.9364161849711,353.8812399380685,-0.24283970577250868
2022-01-01,37,North Carolina,10835491,162.0,2021/2022,12,2021,52,1.46659105575001,177.9364161849711,353.8812399380685,-0.045033232583225044
2022-01-08,37,North Carolina,10835491,180.0,2021/2022,13,2022,1,1.62954561750002,177.9364161849711,353.8812399380685,0.0058312890940193166
2022-01-15,37,North Carolina,10835491,128.0,2021/2022,14,2022,2,1.15878799466668,177.9364161849711,353.8812399380685,-0.14111066241801995
2022-01-22,37,North Carolina,10835491,47.0,2021/2022,15,2022,3,0.425492466791671,177.9364161849711,353.8812399380685,-0.3700010099656196
2022-01-29,37,North Carolina,10835491,25.0,2021/2022,16,2022,4,0.226325780208336,177.9364161849711,353.8812399380685,-0.4321687586822516
2022-02-05,37,North Carolina,10835491,48.0,2021/2022,17,2022,5,0.434545498000004,177.9364161849711,353.8812399380685,-0.3671752032057727
2022-02-12,37,North Carolina,10835491,25.0,2021/2022,18,2022,6,0.226325780208336,177.9364161849711,353.8812399380685,-0.4321687586822516
2022-02-19,37,North Carolina,10835491,34.0,2021/2022,19,2022,7,0.307803061083336,177.9364161849711,353.8812399380685,-0.4067364978436294
2022-02-26,37,North Carolina,10835491,33.0,2021/2022,20,2022,8,0.298750029875003,177.9364161849711,353.8812399380685,-0.4095623046034763
2022-03-05,37,North Carolina,10835491,44.0,2021/2022,21,2022,9,0.398333373166671,177.9364161849711,353.8812399380685,-0.3784784302451603
2022-03-12,37,North Carolina,10835491,55.0,2021/2022,22,2022,10,0.497916716458338,177.9364161849711,353.8812399380685,-0.3473945558868443
2022-03-19,37,North Carolina,10835491,14.0,2021/2022,23,2022,11,0.126742436916668,177.9364161849711,353.8812399380685,-0.4632526330405676
2022-03-26,37,North Carolina,10835491,23.0,2021/2022,24,2022,12,0.208219717791669,177.9364161849711,353.8812399380685,-0.4378203722019454
2022-04-02,37,North Carolina,10835491,28.0,2021/2022,25,2022,13,0.253484873833336,177.9364161849711,353.8812399380685,-0.4236913384027109
2022-04-09,37,North Carolina,10835491,35.0,2021/2022,26,2022,14,0.31685609229167,177.9364161849711,353.8812399380685,-0.4039106910837825
2022-04-16,37,North Carolina,10835491,57.0,2021/2022,27,2022,15,0.516022778875005,177.9364161849711,353.8812399380685,-0.3417429423671505
2022-04-23,37,North Carolina,10835491,45.0,2021/2022,28,2022,16,0.407386404375004,177.9364161849711,353.8812399380685,-0.3756526234853134
2022-04-30,37,North Carolina,10835491,63.0,2021/2022,29,2022,17,0.570340966125006,177.9364161849711,353.8812399380685,-0.32478810180806905
2022-05-07,37,North Carolina,10835491,51.0,2021/2022,30,2022,18,0.461704591625005,177.9364161849711,353.8812399380685,-0.35869778292623195
2022-05-14,37,North Carolina,10835491,37.0,2021/2022,31,2022,19,0.334962154708337,177.9364161849711,353.8812399380685,-0.3982590775640887
2022-05-21,37,North Carolina,10835491,45.0,2021/2022,32,2022,20,0.407386404375004,177.9364161849711,353.8812399380685,-0.3756526234853134
2021-10-09,38,North Dakota,783926,2.0,2021/2022,0,2021,40,0.25107712084844,14.883720930232558,22.182875543090915,-0.5807957992283523
2021-10-16,38,North Dakota,783926,2.0,2021/2022,1,2021,41,0.25107712084844,14.883720930232558,22.182875543090915,-0.5807957992283523
2021-10-23,38,North Dakota,783926,0.0,2021/2022,2,2021,42,0.0,14.883720930232558,22.182875543090915,-0.6709554359316705
2021-10-30,38,North Dakota,783926,4.0,2021/2022,3,2021,43,0.50215424169688,14.883720930232558,22.182875543090915,-0.49063616252503406
2021-11-06,38,North Dakota,783926,1.0,2021/2022,4,2021,44,0.12553856042422,14.883720930232558,22.182875543090915,-0.6258756175800114
2021-11-13,38,North Dakota,783926,3.0,2021/2022,5,2021,45,0.37661568127266,14.883720930232558,22.182875543090915,-0.5357159808766931
2021-11-20,38,North Dakota,783926,1.0,2021/2022,6,2021,46,0.12553856042422,14.883720930232558,22.182875543090915,-0.6258756175800114
2021-11-27,38,North Dakota,783926,3.0,2021/2022,7,2021,47,0.37661568127266,14.883720930232558,22.182875543090915,-0.5357159808766931
2021-12-04,38,North Dakota,783926,9.0,2021/2022,8,2021,48,1.12984704381798,14.883720930232558,22.182875543090915,-0.2652370707667385
2021-12-11,38,North Dakota,783926,5.0,2021/2022,9,2021,49,0.6276928021211,14.883720930232558,22.182875543090915,-0.445556344173375
2021-12-18,38,North Dakota,783926,6.0,2021/2022,10,2021,50,0.753231362545319,14.883720930232558,22.182875543090915,-0.40047652582171583
2021-12-25,38,North Dakota,783926,14.0,2021/2022,11,2021,51,1.75753984593908,14.883720930232558,22.182875543090915,-0.03983797900844293
2022-01-01,38,North Dakota,783926,51.0,2021/2022,12,2021,52,6.40246658163522,14.883720930232558,22.182875543090915,1.6281153000029445
