date,location,location_name,population,value,season,season_week,epiyear,epiweek,weekly_rate,hosps_pop_norm
2021-11-27,15,Hawaii,1435138,1.0,2021/2022,7,2021,47,0.0691493113420083,0.06967971024389291
2021-12-04,15,Hawaii,1435138,0.0,2021/2022,8,2021,48,0.0,0.0
2021-12-11,15,Hawaii,1435138,0.0,2021/2022,9,2021,49,0.0,0.0
2021-12-18,15,Hawaii,1435138,0.0,2021/2022,10,2021,50,0.0,0.0
2021-12-25,15,Hawaii,1435138,1.0,2021/2022,11,2021,51,0.0691493113420083,0.06967971024389291
2022-01-01,15,Hawaii,1435138,0.0,2021/2022,12,2021,52,0.0,0.0
2022-01-08,15,Hawaii,1435138,0.0,2021/2022,13,2022,1,0.0,0.0
2022-01-15,15,Hawaii,1435138,0.0,2021/2022,14,2022,2,0.0,0.0
2022-01-22,15,Hawaii,1435138,0.0,2021/2022,15,2022,3,0.0,0.0
2022-01-29,15,Hawaii,1435138,0.0,2021/2022,16,2022,4,0.0,0.0
2022-02-05,15,Hawaii,1435138,0.0,2021/2022,17,2022,5,0.0,0.0
2022-02-12,15,Hawaii,1435138,0.0,2021/2022,18,2022,6,0.0,0.0
2022-02-19,15,Hawaii,1435138,0.0,2021/2022,19,2022,7,0.0,0.0
2022-02-26,15,Hawaii,1435138,0.0,2021/2022,20,2022,8,0.0,0.0
2022-03-05,15,Hawaii,1435138,0.0,2021/2022,21,2022,9,0.0,0.0
2022-03-12,15,Hawaii,1435138,0.0,2021/2022,22,2022,10,0.0,0.0
2022-03-19,15,Hawaii,1435138,1.0,2021/2022,23,2022,11,0.0691493113420083,0.06967971024389291
2022-03-26,15,Hawaii,1435138,0.0,2021/2022,24,2022,12,0.0,0.0
2022-04-02,15,Hawaii,1435138,1.0,2021/2022,25,2022,13,0.0691493113420083,0.06967971024389291
2022-04-09,15,Hawaii,1435138,3.0,2021/2022,26,2022,14,0.207447934026025,0.20903913073167876
2022-04-16,15,Hawaii,1435138,9.0,2021/2022,27,2022,15,0.622343802078075,0.6271173921950363
2022-04-23,15,Hawaii,1435138,7.0,2021/2022,28,2022,16,0.484045179394058,0.48775797170725044
2022-04-30,15,Hawaii,1435138,4.0,2021/2022,29,2022,17,0.276597245368033,0.27871884097557165
2022-05-07,15,Hawaii,1435138,2.0,2021/2022,30,2022,18,0.138298622684017,0.13935942048778582
2022-05-14,15,Hawaii,1435138,3.0,2021/2022,31,2022,19,0.207447934026025,0.20903913073167876
2022-05-21,15,Hawaii,1435138,11.0,2021/2022,32,2022,20,0.760642424762092,0.7664768126828221
2021-10-09,16,Idaho,1964726,0.0,2021/2022,0,2021,40,0.0,0.0
2021-10-16,16,Idaho,1964726,0.0,2021/2022,1,2021,41,0.0,0.0
2021-10-23,16,Idaho,1964726,0.0,2021/2022,2,2021,42,0.0,0.0
2021-10-30,16,Idaho,1964726,0.0,2021/2022,3,2021,43,0.0,0.0
2021-11-06,16,Idaho,1964726,0.0,2021/2022,4,2021,44,0.0,0.0
2021-11-13,16,Idaho,1964726,0.0,2021/2022,5,2021,45,0.0,0.0
2021-11-20,16,Idaho,1964726,2.0,2021/2022,6,2021,46,0.0999191154760222,0.10179536484985693
2021-11-27,16,Idaho,1964726,2.0,2021/2022,7,2021,47,0.0999191154760222,0.10179536484985693
2021-12-04,16,Idaho,1964726,0.0,2021/2022,8,2021,48,0.0,0.0
2021-12-11,16,Idaho,1964726,0.0,2021/2022,9,2021,49,0.0,0.0
2021-12-18,16,Idaho,1964726,2.0,2021/2022,10,2021,50,0.0999191154760222,0.10179536484985693
2021-12-25,16,Idaho,1964726,2.0,2021/2022,11,2021,51,0.0999191154760222,0.10179536484985693
2022-01-01,16,Idaho,1964726,4.0,2021/2022,12,2021,52,0.199838230952044,0.20359072969971387
2022-01-08,16,Idaho,1964726,4.0,2021/2022,13,2022,1,0.199838230952044,0.20359072969971387
2022-01-15,16,Idaho,1964726,3.0,2021/2022,14,2022,2,0.149878673214033,0.1526930472747854
2022-01-22,16,Idaho,1964726,1.0,2021/2022,15,2022,3,0.0499595577380111,0.05089768242492847
2022-01-29,16,Idaho,1964726,2.0,2021/2022,16,2022,4,0.0999191154760222,0.10179536484985693
2022-02-05,16,Idaho,1964726,1.0,2021/2022,17,2022,5,0.0499595577380111,0.05089768242492847
2022-02-12,16,Idaho,1964726,1.0,2021/2022,18,2022,6,0.0499595577380111,0.05089768242492847
2022-02-19,16,Idaho,1964726,1.0,2021/2022,19,2022,7,0.0499595577380111,0.05089768242492847
2022-02-26,16,Idaho,1964726,3.0,2021/2022,20,2022,8,0.149878673214033,0.1526930472747854
2022-03-05,16,Idaho,1964726,1.0,2021/2022,21,2022,9,0.0499595577380111,0.05089768242492847
2022-03-12,16,Idaho,1964726,13.0,2021/2022,22,2022,10,0.649474250594144,0.6616698715240701
2022-03-19,16,Idaho,1964726,16.0,2021/2022,23,2022,11,0.799352923808177,0.8143629187988555
2022-03-26,16,Idaho,1964726,14.0,2021/2022,24,2022,12,0.699433808332155,0.7125675539489985
2022-04-02,16,Idaho,1964726,19.0,2021/2022,25,2022,13,0.94923159702221,0.9670559660736409
2022-04-09,16,Idaho,1964726,20.0,2021/2022,26,2022,14,0.999191154760222,1.0179536484985694
2022-04-16,16,Idaho,1964726,16.0,2021/2022,27,2022,15,0.799352923808177,0.8143629187988555
2022-04-23,16,Idaho,1964726,17.0,2021/2022,28,2022,16,0.849312481546188,0.8652606012237839
2022-04-30,16,Idaho,1964726,15.0,2021/2022,29,2022,17,0.749393366070166,0.7634652363739269
2022-05-07,16,Idaho,1964726,13.0,2021/2022,30,2022,18,0.649474250594144,0.6616698715240701
2022-05-14,16,Idaho,1964726,16.0,2021/2022,31,2022,19,0.799352923808177,0.8143629187988555
2022-05-21,16,Idaho,1964726,12.0,2021/2022,32,2022,20,0.599514692856133,0.6107721890991415
2021-10-09,17,Illinois,12549689,0.0,2021/2022,0,2021,40,0.0,0.0
2021-10-16,17,Illinois,12549689,4.0,2021/2022,1,2021,41,0.0314708912351837,0.03187329980846537
2021-10-23,17,Illinois,12549689,2.0,2021/2022,2,2021,42,0.0157354456175918,0.015936649904232686
2021-10-30,17,Illinois,12549689,3.0,2021/2022,3,2021,43,0.0236031684263878,0.023904974856349032
2021-11-06,17,Illinois,12549689,2.0,2021/2022,4,2021,44,0.0157354456175918,0.015936649904232686
2021-11-13,17,Illinois,12549689,1.0,2021/2022,5,2021,45,0.0078677228087959,0.007968324952116343
2021-11-20,17,Illinois,12549689,5.0,2021/2022,6,2021,46,0.0393386140439796,0.03984162476058172
2021-11-27,17,Illinois,12549689,6.0,2021/2022,7,2021,47,0.0472063368527756,0.047809949712698065
2021-12-04,17,Illinois,12549689,17.0,2021/2022,8,2021,48,0.133751287749531,0.13546152418597784
2021-12-11,17,Illinois,12549689,24.0,2021/2022,9,2021,49,0.188825347411102,0.19123979885079226
2021-12-18,17,Illinois,12549689,26.0,2021/2022,10,2021,50,0.204560793028694,0.20717644875502494
2021-12-25,17,Illinois,12549689,28.0,2021/2022,11,2021,51,0.220296238646286,0.22311309865925763
2022-01-01,17,Illinois,12549689,42.0,2021/2022,12,2021,52,0.330444357969429,0.33466964798888643
2022-01-08,17,Illinois,12549689,26.0,2021/2022,13,2022,1,0.204560793028694,0.20717644875502494
2022-01-15,17,Illinois,12549689,41.0,2021/2022,14,2022,2,0.322576635160633,0.3267013230367701
2022-01-22,17,Illinois,12549689,15.0,2021/2022,15,2022,3,0.118015842131939,0.11952487428174516
2022-01-29,17,Illinois,12549689,7.0,2021/2022,16,2022,4,0.0550740596615715,0.05577827466481441
2022-02-05,17,Illinois,12549689,10.0,2021/2022,17,2022,5,0.0786772280879593,0.07968324952116344
2022-02-12,17,Illinois,12549689,8.0,2021/2022,18,2022,6,0.0629417824703674,0.06374659961693074
2022-02-19,17,Illinois,12549689,22.0,2021/2022,19,2022,7,0.17308990179351,0.17530314894655957
2022-02-26,17,Illinois,12549689,26.0,2021/2022,20,2022,8,0.204560793028694,0.20717644875502494
2022-03-05,17,Illinois,12549689,21.0,2021/2022,21,2022,9,0.165222178984714,0.16733482399444322
2022-03-12,17,Illinois,12549689,34.0,2021/2022,22,2022,10,0.267502575499061,0.2709230483719557
2022-03-19,17,Illinois,12549689,58.0,2021/2022,23,2022,11,0.456327922910164,0.4621628472227479
2022-03-26,17,Illinois,12549689,114.0,2021/2022,24,2022,12,0.896920400202735,0.9083890445412632
2022-04-02,17,Illinois,12549689,88.0,2021/2022,25,2022,13,0.692359607174041,0.7012125957862383
2022-04-09,17,Illinois,12549689,105.0,2021/2022,26,2022,14,0.826110894923572,0.8366741199722161
2022-04-16,17,Illinois,12549689,79.0,2021/2022,27,2022,15,0.621550101894878,0.6294976712171911
2022-04-23,17,Illinois,12549689,106.0,2021/2022,28,2022,16,0.833978617732368,0.8446424449243324
2022-04-30,17,Illinois,12549689,97.0,2021/2022,29,2022,17,0.763169112453205,0.7729275203552853
2022-05-07,17,Illinois,12549689,108.0,2021/2022,30,2022,18,0.84971406334996,0.8605790948285651
2022-05-14,17,Illinois,12549689,123.0,2021/2022,31,2022,19,0.967729905481899,0.9801039691103103
2022-05-21,17,Illinois,12549689,98.0,2021/2022,32,2022,20,0.771036835262001,0.7808958453074016
2021-10-09,18,Indiana,6862199,13.0,2021/2022,0,2021,40,0.187745287412762,0.18944364627140658
2021-10-16,18,Indiana,6862199,7.0,2021/2022,1,2021,41,0.101093616299179,0.10200811722306509
2021-10-23,18,Indiana,6862199,7.0,2021/2022,2,2021,42,0.101093616299179,0.10200811722306509
2021-10-30,18,Indiana,6862199,13.0,2021/2022,3,2021,43,0.187745287412762,0.18944364627140658
2021-11-06,18,Indiana,6862199,14.0,2021/2022,4,2021,44,0.202187232598359,0.20401623444613018
2021-11-13,18,Indiana,6862199,6.0,2021/2022,5,2021,45,0.0866516711135823,0.08743552904834151
2021-11-20,18,Indiana,6862199,15.0,2021/2022,6,2021,46,0.216629177783956,0.21858882262085377
2021-11-27,18,Indiana,6862199,16.0,2021/2022,7,2021,47,0.231071122969553,0.23316141079557734
2021-12-04,18,Indiana,6862199,32.0,2021/2022,8,2021,48,0.462142245939106,0.4663228215911547
2021-12-11,18,Indiana,6862199,33.0,2021/2022,9,2021,49,0.476584191124703,0.4808954097658783
2021-12-18,18,Indiana,6862199,46.0,2021/2022,10,2021,50,0.664329478537464,0.6703390560372848
2021-12-25,18,Indiana,6862199,100.0,2021/2022,11,2021,51,1.4441945185597,1.4572588174723584
2022-01-01,18,Indiana,6862199,110.0,2021/2022,12,2021,52,1.58861397041568,1.6029846992195942
2022-01-08,18,Indiana,6862199,60.0,2021/2022,13,2022,1,0.866516711135823,0.8743552904834151
2022-01-15,18,Indiana,6862199,46.0,2021/2022,14,2022,2,0.664329478537464,0.6703390560372848
2022-01-22,18,Indiana,6862199,28.0,2021/2022,15,2022,3,0.404374465196717,0.40803246889226036
2022-01-29,18,Indiana,6862199,32.0,2021/2022,16,2022,4,0.462142245939106,0.4663228215911547
2022-02-05,18,Indiana,6862199,33.0,2021/2022,17,2022,5,0.476584191124703,0.4808954097658783
2022-02-12,18,Indiana,6862199,31.0,2021/2022,18,2022,6,0.447700300753508,0.4517502334164311
2022-02-19,18,Indiana,6862199,53.0,2021/2022,19,2022,7,0.765423094836644,0.77234717326035
2022-02-26,18,Indiana,6862199,42.0,2021/2022,20,2022,8,0.606561697795076,0.6120487033383906
2022-03-05,18,Indiana,6862199,59.0,2021/2022,21,2022,9,0.852074765950226,0.8597827023086915
2022-03-12,18,Indiana,6862199,108.0,2021/2022,22,2022,10,1.55973008004448,1.5738395228701472
2022-03-19,18,Indiana,6862199,119.0,2021/2022,23,2022,11,1.71859147708605,1.7341379927921066
2022-03-26,18,Indiana,6862199,125.0,2021/2022,24,2022,12,1.80524314819963,1.821573521840448
2022-04-02,18,Indiana,6862199,115.0,2021/2022,25,2022,13,1.66082369634366,1.675847640093212
2022-04-09,18,Indiana,6862199,109.0,2021/2022,26,2022,14,1.57417202523008,1.5884121110448706
2022-04-16,18,Indiana,6862199,93.0,2021/2022,27,2022,15,1.34310090226053,1.3552507002492933
2022-04-23,18,Indiana,6862199,64.0,2021/2022,28,2022,16,0.924284491878211,0.9326456431823094
2022-04-30,18,Indiana,6862199,72.0,2021/2022,29,2022,17,1.03982005336299,1.0492263485800981
2022-05-07,18,Indiana,6862199,49.0,2021/2022,30,2022,18,0.707655314094255,0.7140568205614556
2022-05-14,18,Indiana,6862199,35.0,2021/2022,31,2022,19,0.505468081495897,0.5100405861153254
2022-05-21,18,Indiana,6862199,45.0,2021/2022,32,2022,20,0.649887533351867,0.6557664678625613
2021-10-09,19,Iowa,3207004,0.0,2021/2022,0,2021,40,0.0,0.0
2021-10-16,19,Iowa,3207004,0.0,2021/2022,1,2021,41,0.0,0.0
2021-10-23,19,Iowa,3207004,0.0,2021/2022,2,2021,42,0.0,0.0
2021-10-30,19,Iowa,3207004,0.0,2021/2022,3,2021,43,0.0,0.0
2021-11-06,19,Iowa,3207004,0.0,2021/2022,4,2021,44,0.0,0.0
2021-11-13,19,Iowa,3207004,0.0,2021/2022,5,2021,45,0.0,0.0
2021-11-20,19,Iowa,3207004,1.0,2021/2022,6,2021,46,0.030850029369228,0.031181750942624334
2021-11-27,19,Iowa,3207004,2.0,2021/2022,7,2021,47,0.0617000587384559,0.06236350188524867
2021-12-04,19,Iowa,3207004,1.0,2021/2022,8,2021,48,0.030850029369228,0.031181750942624334
2021-12-11,19,Iowa,3207004,3.0,2021/2022,9,2021,49,0.0925500881076839,0.093545252827873
2021-12-18,19,Iowa,3207004,3.0,2021/2022,10,2021,50,0.0925500881076839,0.093545252827873
2021-12-25,19,Iowa,3207004,3.0,2021/2022,11,2021,51,0.0925500881076839,0.093545252827873
2022-01-01,19,Iowa,3207004,12.0,2021/2022,12,2021,52,0.370200352430736,0.374181011311492
2022-01-08,19,Iowa,3207004,15.0,2021/2022,13,2022,1,0.462750440538419,0.46772626413936497
2022-01-15,19,Iowa,3207004,12.0,2021/2022,14,2022,2,0.370200352430736,0.374181011311492
2022-01-22,19,Iowa,3207004,21.0,2021/2022,15,2022,3,0.647850616753787,0.6548167697951109
2022-01-29,19,Iowa,3207004,7.0,2021/2022,16,2022,4,0.215950205584596,0.21827225659837032
2022-02-05,19,Iowa,3207004,16.0,2021/2022,17,2022,5,0.493600469907647,0.49890801508198934
2022-02-12,19,Iowa,3207004,46.0,2021/2022,18,2022,6,1.41910135098449,1.4343605433607194
2022-02-19,19,Iowa,3207004,40.0,2021/2022,19,2022,7,1.23400117476912,1.2472700377049732
2022-02-26,19,Iowa,3207004,57.0,2021/2022,20,2022,8,1.75845167404599,1.777359803729587
2022-03-05,19,Iowa,3207004,56.0,2021/2022,21,2022,9,1.72760164467677,1.7461780527869626
2022-03-12,19,Iowa,3207004,54.0,2021/2022,22,2022,10,1.66590158593831,1.683814550901714
2022-03-19,19,Iowa,3207004,49.0,2021/2022,23,2022,11,1.51165143909217,1.5279057961885922
2022-03-26,19,Iowa,3207004,43.0,2021/2022,24,2022,12,1.3265512628768,1.3408152905328463
2022-04-02,19,Iowa,3207004,36.0,2021/2022,25,2022,13,1.11060105729221,1.122543033934476
2022-04-09,19,Iowa,3207004,25.0,2021/2022,26,2022,14,0.771250734230699,0.7795437735656083
2022-04-16,19,Iowa,3207004,25.0,2021/2022,27,2022,15,0.771250734230699,0.7795437735656083
2022-04-23,19,Iowa,3207004,20.0,2021/2022,28,2022,16,0.617000587384559,0.6236350188524866
2022-04-30,19,Iowa,3207004,17.0,2021/2022,29,2022,17,0.524450499276875,0.5300897660246137
2022-05-07,19,Iowa,3207004,20.0,2021/2022,30,2022,18,0.617000587384559,0.6236350188524866
2022-05-14,19,Iowa,3207004,17.0,2021/2022,31,2022,19,0.524450499276875,0.5300897660246137
2022-05-21,19,Iowa,3207004,10.0,2021/2022,32,2022,20,0.30850029369228,0.3118175094262433
2021-10-09,20,Kansas,2940546,4.0,2021/2022,0,2021,40,0.134652660096963,0.13602915921056838
2021-10-16,20,Kansas,2940546,7.0,2021/2022,1,2021,41,0.235642155169686,0.23805102861849464
2021-10-23,20,Kansas,2940546,7.0,2021/2022,2,2021,42,0.235642155169686,0.23805102861849464
2021-10-30,20,Kansas,2940546,2.0,2021/2022,3,2021,43,0.0673263300484817,0.06801457960528419
2021-11-06,20,Kansas,2940546,0.0,2021/2022,4,2021,44,0.0,0.0
2021-11-13,20,Kansas,2940546,6.0,2021/2022,5,2021,45,0.201978990145445,0.20404373881585255
2021-11-20,20,Kansas,2940546,2.0,2021/2022,6,2021,46,0.0673263300484817,0.06801457960528419
2021-11-27,20,Kansas,2940546,0.0,2021/2022,7,2021,47,0.0,0.0
2021-12-04,20,Kansas,2940546,2.0,2021/2022,8,2021,48,0.0673263300484817,0.06801457960528419
2021-12-11,20,Kansas,2940546,6.0,2021/2022,9,2021,49,0.201978990145445,0.20404373881585255
2021-12-18,20,Kansas,2940546,10.0,2021/2022,10,2021,50,0.336631650242408,0.34007289802642093
2021-12-25,20,Kansas,2940546,14.0,2021/2022,11,2021,51,0.471284310339372,0.4761020572369893
2022-01-01,20,Kansas,2940546,31.0,2021/2022,12,2021,52,1.04355811575147,1.0542259838819048
2022-01-08,20,Kansas,2940546,54.0,2021/2022,13,2022,1,1.81781091130901,1.836393649342673
2022-01-15,20,Kansas,2940546,32.0,2021/2022,14,2022,2,1.07722128077571,1.088233273684547
2022-01-22,20,Kansas,2940546,18.0,2021/2022,15,2022,3,0.605936970436335,0.6121312164475576
2022-01-29,20,Kansas,2940546,6.0,2021/2022,16,2022,4,0.201978990145445,0.20404373881585255
2022-02-05,20,Kansas,2940546,9.0,2021/2022,17,2022,5,0.302968485218168,0.3060656082237788
2022-02-12,20,Kansas,2940546,22.0,2021/2022,18,2022,6,0.740589630533299,0.748160375658126
2022-02-19,20,Kansas,2940546,25.0,2021/2022,19,2022,7,0.841579125606021,0.8501822450660523
2022-02-26,20,Kansas,2940546,34.0,2021/2022,20,2022,8,1.14454761082419,1.156247853289831
2022-03-05,20,Kansas,2940546,28.0,2021/2022,21,2022,9,0.942568620678744,0.9522041144739786
2022-03-12,20,Kansas,2940546,40.0,2021/2022,22,2022,10,1.34652660096963,1.3602915921056837
2022-03-19,20,Kansas,2940546,31.0,2021/2022,23,2022,11,1.04355811575147,1.0542259838819048
2022-03-26,20,Kansas,2940546,49.0,2021/2022,24,2022,12,1.6494950861878,1.6663572003294624
2022-04-02,20,Kansas,2940546,28.0,2021/2022,25,2022,13,0.942568620678744,0.9522041144739786
2022-04-09,20,Kansas,2940546,32.0,2021/2022,26,2022,14,1.07722128077571,1.088233273684547
2022-04-16,20,Kansas,2940546,19.0,2021/2022,27,2022,15,0.639600135460576,0.6461385062501998
2022-04-23,20,Kansas,2940546,26.0,2021/2022,28,2022,16,0.875242290630262,0.8841895348686944
2022-04-30,20,Kansas,2940546,19.0,2021/2022,29,2022,17,0.639600135460576,0.6461385062501998
2022-05-07,20,Kansas,2940546,8.0,2021/2022,30,2022,18,0.269305320193927,0.27205831842113676
2022-05-14,20,Kansas,2940546,7.0,2021/2022,31,2022,19,0.235642155169686,0.23805102861849464
2022-05-21,20,Kansas,2940546,7.0,2021/2022,32,2022,20,0.235642155169686,0.23805102861849464
2021-10-09,21,Kentucky,4526154,3.0,2021/2022,0,2021,40,0.0653826673164251,0.0662814389435269
2021-10-16,21,Kentucky,4526154,1.0,2021/2022,1,2021,41,0.0217942224388084,0.02209381298117563
2021-10-23,21,Kentucky,4526154,0.0,2021/2022,2,2021,42,0.0,0.0
2021-10-30,21,Kentucky,4526154,3.0,2021/2022,3,2021,43,0.0653826673164251,0.0662814389435269
2021-11-06,21,Kentucky,4526154,5.0,2021/2022,4,2021,44,0.108971112194042,0.11046906490587816
2021-11-13,21,Kentucky,4526154,5.0,2021/2022,5,2021,45,0.108971112194042,0.11046906490587816
2021-11-20,21,Kentucky,4526154,2.0,2021/2022,6,2021,46,0.0435884448776167,0.04418762596235126
2021-11-27,21,Kentucky,4526154,4.0,2021/2022,7,2021,47,0.0871768897552335,0.08837525192470252
2021-12-04,21,Kentucky,4526154,1.0,2021/2022,8,2021,48,0.0217942224388084,0.02209381298117563
2021-12-11,21,Kentucky,4526154,3.0,2021/2022,9,2021,49,0.0653826673164251,0.0662814389435269
2021-12-18,21,Kentucky,4526154,9.0,2021/2022,10,2021,50,0.196148001949275,0.19884431683058068
2021-12-25,21,Kentucky,4526154,5.0,2021/2022,11,2021,51,0.108971112194042,0.11046906490587816
2022-01-01,21,Kentucky,4526154,10.0,2021/2022,12,2021,52,0.217942224388084,0.2209381298117563
2022-01-08,21,Kentucky,4526154,3.0,2021/2022,13,2022,1,0.0653826673164251,0.0662814389435269
2022-01-15,21,Kentucky,4526154,18.0,2021/2022,14,2022,2,0.392296003898551,0.39768863366116136
2022-01-22,21,Kentucky,4526154,23.0,2021/2022,15,2022,3,0.501267116092592,0.5081576985670395
2022-01-29,21,Kentucky,4526154,18.0,2021/2022,16,2022,4,0.392296003898551,0.39768863366116136
2022-02-05,21,Kentucky,4526154,13.0,2021/2022,17,2022,5,0.283324891704509,0.2872195687552832
2022-02-12,21,Kentucky,4526154,11.0,2021/2022,18,2022,6,0.239736446826892,0.24303194279293194
2022-02-19,21,Kentucky,4526154,12.0,2021/2022,19,2022,7,0.2615306692657,0.2651257557741076
2022-02-26,21,Kentucky,4526154,23.0,2021/2022,20,2022,8,0.501267116092592,0.5081576985670395
2022-03-05,21,Kentucky,4526154,23.0,2021/2022,21,2022,9,0.501267116092592,0.5081576985670395
2022-03-12,21,Kentucky,4526154,30.0,2021/2022,22,2022,10,0.653826673164251,0.6628143894352689
2022-03-19,21,Kentucky,4526154,39.0,2021/2022,23,2022,11,0.849974675113526,0.8616587062658496
2022-03-26,21,Kentucky,4526154,42.0,2021/2022,24,2022,12,0.915357342429951,0.9279401452093765
2022-04-02,21,Kentucky,4526154,53.0,2021/2022,25,2022,13,1.15509378925684,1.1709720880023085
2022-04-09,21,Kentucky,4526154,90.0,2021/2022,26,2022,14,1.96148001949275,1.9884431683058068
2022-04-16,21,Kentucky,4526154,105.0,2021/2022,27,2022,15,2.28839335607488,2.3198503630234413
2022-04-23,21,Kentucky,4526154,82.0,2021/2022,28,2022,16,1.78712623998229,1.8116926644564018
2022-04-30,21,Kentucky,4526154,119.0,2021/2022,29,2022,17,2.5935124702182,2.6291637447599
2022-05-07,21,Kentucky,4526154,109.0,2021/2022,30,2022,18,2.37557024583011,2.408225614948144
2022-05-14,21,Kentucky,4526154,47.0,2021/2022,31,2022,19,1.02432845462399,1.0384092101152547
2022-05-21,21,Kentucky,4526154,41.0,2021/2022,32,2022,20,0.893563119991143,0.9058463322282009
2021-10-09,22,Louisiana,4573749,9.0,2021/2022,0,2021,40,0.195748345926477,0.19677511817985638
2021-10-16,22,Louisiana,4573749,21.0,2021/2022,1,2021,41,0.456746140495113,0.4591419424196649
2021-10-23,22,Louisiana,4573749,11.0,2021/2022,2,2021,42,0.239247978354583,0.24050292221982447
2021-10-30,22,Louisiana,4573749,6.0,2021/2022,3,2021,43,0.130498897284318,0.13118341211990425
2021-11-06,22,Louisiana,4573749,10.0,2021/2022,4,2021,44,0.21749816214053,0.21863902019984044
2021-11-13,22,Louisiana,4573749,15.0,2021/2022,5,2021,45,0.326247243210795,0.32795853029976063
2021-11-20,22,Louisiana,4573749,4.0,2021/2022,6,2021,46,0.086999264856212,0.08745560807993617
2021-11-27,22,Louisiana,4573749,13.0,2021/2022,7,2021,47,0.282747610782689,0.28423072625979257
2021-12-04,22,Louisiana,4573749,50.0,2021/2022,8,2021,48,1.08749081070265,1.0931951009992023
2021-12-11,22,Louisiana,4573749,73.0,2021/2022,9,2021,49,1.58773658362587,1.5960648474588353
2021-12-18,22,Louisiana,4573749,80.0,2021/2022,10,2021,50,1.73998529712424,1.7491121615987235
2021-12-25,22,Louisiana,4573749,113.0,2021/2022,11,2021,51,2.45772923218799,2.470620928258197
2022-01-01,22,Louisiana,4573749,171.0,2021/2022,12,2021,52,3.71921857260306,3.7387272454172713
2022-01-08,22,Louisiana,4573749,123.0,2021/2022,13,2022,1,2.67522739432852,2.6892599484580373
2022-01-15,22,Louisiana,4573749,60.0,2021/2022,14,2022,2,1.30498897284318,1.3118341211990425
2022-01-22,22,Louisiana,4573749,46.0,2021/2022,15,2022,3,1.00049154584644,1.005739492919266
2022-01-29,22,Louisiana,4573749,42.0,2021/2022,16,2022,4,0.913492280990226,0.9182838848393298
2022-02-05,22,Louisiana,4573749,74.0,2021/2022,17,2022,5,1.60948639983992,1.6179287494788193
2022-02-12,22,Louisiana,4573749,85.0,2021/2022,18,2022,6,1.8487343781945,1.8584316716986438
2022-02-19,22,Louisiana,4573749,170.0,2021/2022,19,2022,7,3.69746875638901,3.7168633433972875
2022-02-26,22,Louisiana,4573749,116.0,2021/2022,20,2022,8,2.52297868083015,2.536212634318149
2022-03-05,22,Louisiana,4573749,80.0,2021/2022,21,2022,9,1.73998529712424,1.7491121615987235
2022-03-12,22,Louisiana,4573749,62.0,2021/2022,22,2022,10,1.34848860527129,1.3555619252390108
2022-03-19,22,Louisiana,4573749,64.0,2021/2022,23,2022,11,1.39198823769939,1.3992897292789788
2022-03-26,22,Louisiana,4573749,74.0,2021/2022,24,2022,12,1.60948639983992,1.6179287494788193
2022-04-02,22,Louisiana,4573749,63.0,2021/2022,25,2022,13,1.37023842148534,1.3774258272589948
2022-04-09,22,Louisiana,4573749,30.0,2021/2022,26,2022,14,0.65249448642159,0.6559170605995213
2022-04-16,22,Louisiana,4573749,48.0,2021/2022,27,2022,15,1.04399117827454,1.049467296959234
2022-04-23,22,Louisiana,4573749,44.0,2021/2022,28,2022,16,0.956991913418332,0.9620116888792979
2022-04-30,22,Louisiana,4573749,24.0,2021/2022,29,2022,17,0.521995589137272,0.524733648479617
2022-05-07,22,Louisiana,4573749,35.0,2021/2022,30,2022,18,0.761243567491855,0.7652365706994415
2022-05-14,22,Louisiana,4573749,32.0,2021/2022,31,2022,19,0.695994118849696,0.6996448646394894
2022-05-21,22,Louisiana,4573749,36.0,2021/2022,32,2022,20,0.782993383705908,0.7871004727194255
2021-10-09,23,Maine,1395722,0.0,2021/2022,0,2021,40,0.0,0.0
2021-10-16,23,Maine,1395722,0.0,2021/2022,1,2021,41,0.0,0.0
2021-10-23,23,Maine,1395722,0.0,2021/2022,2,2021,42,0.0,0.0
2021-10-30,23,Maine,1395722,0.0,2021/2022,3,2021,43,0.0,0.0
2021-11-06,23,Maine,1395722,0.0,2021/2022,4,2021,44,0.0,0.0
2021-11-13,23,Maine,1395722,0.0,2021/2022,5,2021,45,0.0,0.0
2021-11-20,23,Maine,1395722,0.0,2021/2022,6,2021,46,0.0,0.0
2021-11-27,23,Maine,1395722,0.0,2021/2022,7,2021,47,0.0,0.0
2021-12-04,23,Maine,1395722,6.0,2021/2022,8,2021,48,0.427042616006127,0.42988503441229703
2021-12-11,23,Maine,1395722,2.0,2021/2022,9,2021,49,0.142347538668709,0.14329501147076568
2021-12-18,23,Maine,1395722,1.0,2021/2022,10,2021,50,0.0711737693343544,0.07164750573538284
2021-12-25,23,Maine,1395722,1.0,2021/2022,11,2021,51,0.0711737693343544,0.07164750573538284
2022-01-01,23,Maine,1395722,2.0,2021/2022,12,2021,52,0.142347538668709,0.14329501147076568
2022-01-08,23,Maine,1395722,4.0,2021/2022,13,2022,1,0.284695077337418,0.28659002294153135
2022-01-15,23,Maine,1395722,0.0,2021/2022,14,2022,2,0.0,0.0
2022-01-22,23,Maine,1395722,0.0,2021/2022,15,2022,3,0.0,0.0
