date,location,location_name,population,value,season,season_week,epiyear,epiweek,weekly_rate
2025-01-18,72,Puerto Rico,3205691,643.0,2024/2025,15,2025,3,20.0730809994084
2025-01-25,72,Puerto Rico,3205691,505.0,2024/2025,16,2025,4,15.7650169590999
2025-02-01,72,Puerto Rico,3205691,348.0,2024/2025,17,2025,5,10.8638136668649
2025-02-08,72,Puerto Rico,3205691,251.0,2024/2025,18,2025,6,7.83568169650313
2025-02-15,72,Puerto Rico,3205691,355.0,2024/2025,19,2025,7,11.0823386544168
2025-02-22,72,Puerto Rico,3205691,240.0,2024/2025,20,2025,8,7.49228528749303
2025-03-01,72,Puerto Rico,3205691,315.0,2024/2025,21,2025,9,9.83362443983461
2025-03-08,72,Puerto Rico,3205691,283.0,2024/2025,22,2025,10,8.83465306816887
2025-03-15,72,Puerto Rico,3205691,346.0,2024/2025,23,2025,11,10.8013779561358
2025-03-22,72,Puerto Rico,3205691,243.0,2024/2025,24,2025,12,7.5859388535867
2025-03-29,72,Puerto Rico,3205691,212.0,2024/2025,25,2025,13,6.61818533728551
2025-04-05,72,Puerto Rico,3205691,194.0,2024/2025,26,2025,14,6.05626394072354
2025-04-12,72,Puerto Rico,3205691,274.0,2024/2025,27,2025,15,8.55369236988788
2025-04-19,72,Puerto Rico,3205691,187.0,2024/2025,28,2025,16,5.83773895317166
2025-04-26,72,Puerto Rico,3205691,185.0,2024/2025,29,2025,17,5.77530324244255
2025-05-03,72,Puerto Rico,3205691,138.0,2024/2025,30,2025,18,4.3080640403085
2025-05-10,72,Puerto Rico,3205691,210.0,2024/2025,31,2025,19,6.55574962655641
2025-05-17,72,Puerto Rico,3205691,202.0,2024/2025,32,2025,20,6.30600678363997
2024-10-05,US,US,334914895,286.0,2024/2025,0,2024,40,0.0840901970506169
2024-10-12,US,US,334914895,295.0,2024/2025,1,2024,41,0.0867363920626992
2024-10-19,US,US,334914895,556.0,2024/2025,2,2024,42,0.163476047413087
2024-10-26,US,US,334914895,1087.0,2024/2025,3,2024,43,0.319601553125946
2024-11-02,US,US,334914895,1009.0,2024/2025,4,2024,44,0.296667863021232
2024-11-09,US,US,334914895,2161.0,2024/2025,5,2024,45,0.635380824567773
2024-11-16,US,US,334914895,2608.0,2024/2025,6,2024,46,0.766808510167863
2024-11-23,US,US,334914895,3275.0,2024/2025,7,2024,47,0.962920962729966
2024-11-30,US,US,334914895,4435.0,2024/2025,8,2024,48,1.30398609762058
2024-12-07,US,US,334914895,6513.0,2024/2025,9,2024,49,1.91496312374359
2024-12-14,US,US,334914895,9587.0,2024/2025,10,2024,50,2.81878573120372
2024-12-21,US,US,334914895,16109.0,2024/2025,11,2024,51,4.7363950499594
2024-12-28,US,US,334914895,28633.0,2024/2025,12,2024,52,8.41872242010599
2025-01-04,US,US,334914895,39609.0,2024/2025,13,2025,1,11.6459042481744
2025-01-11,US,US,334914895,31793.0,2024/2025,14,2025,2,9.34783089101491
2025-01-18,US,US,334914895,33631.0,2024/2025,15,2025,3,9.88824271681572
2025-01-25,US,US,334914895,41363.0,2024/2025,16,2025,4,12.1616182538625
2025-02-01,US,US,334914895,52470.0,2024/2025,17,2025,5,15.4273169204401
2025-02-08,US,US,334914895,55483.0,2024/2025,18,2025,6,16.3132042061517
2025-02-15,US,US,334914895,47775.0,2024/2025,19,2025,7,14.0468851891371
2025-02-22,US,US,334914895,39275.0,2024/2025,20,2025,8,11.5477010110594
2025-03-01,US,US,334914895,31896.0,2024/2025,21,2025,9,9.37811512281985
2025-03-08,US,US,334914895,24684.0,2024/2025,22,2025,10,7.25763085313786
2025-03-15,US,US,334914895,18853.0,2024/2025,23,2025,11,5.54319050697651
2025-03-22,US,US,334914895,14030.0,2024/2025,24,2025,12,4.12512400216837
2025-03-29,US,US,334914895,9959.0,2024/2025,25,2025,13,2.92816179170313
2025-04-05,US,US,334914895,6972.0,2024/2025,26,2025,14,2.04991906935979
2025-04-12,US,US,334914895,5055.0,2024/2025,27,2025,15,1.48627953178625
2025-04-19,US,US,334914895,3965.0,2024/2025,28,2025,16,1.16579591365628
2025-04-26,US,US,334914895,3306.0,2024/2025,29,2025,17,0.97203563443825
2025-05-03,US,US,334914895,2538.0,2024/2025,30,2025,18,0.746226993407223
2025-05-10,US,US,334914895,2180.0,2024/2025,31,2025,19,0.640967236259947
2025-05-17,US,US,334914895,1897.0,2024/2025,32,2025,20,0.557759104213358
2025-10-04,01,Alabama,5108468,21.0,2025/2026,0,2025,40,0.407158308385193
2025-10-11,01,Alabama,5108468,14.0,2025/2026,1,2025,41,0.271438872256795
2025-10-18,01,Alabama,5108468,12.0,2025/2026,2,2025,42,0.232661890505824
2025-10-25,01,Alabama,5108468,11.0,2025/2026,3,2025,43,0.213273399630339
2025-11-01,01,Alabama,5108468,15.0,2025/2026,4,2025,44,0.290827363132281
2025-11-08,01,Alabama,5108468,18.0,2025/2026,5,2025,45,0.348992835758737
2025-11-15,01,Alabama,5108468,31.0,2025/2026,6,2025,46,0.601043217140046
2025-11-22,01,Alabama,5108468,37.0,2025/2026,7,2025,47,0.717374162392959
2025-11-29,01,Alabama,5108468,46.0,2025/2026,8,2025,48,0.891870580272327
2025-12-06,01,Alabama,5108468,67.0,2025/2026,9,2025,49,1.29902888865752
2025-12-13,01,Alabama,5108468,104.0,2025/2026,10,2025,50,2.01640305105048
2025-12-20,01,Alabama,5108468,275.0,2025/2026,11,2025,51,5.33183499075848
2025-12-27,01,Alabama,5108468,498.0,2025/2026,12,2025,52,9.65546845599171
2025-10-04,02,Alaska,733406,2.0,2025/2026,0,2025,40,0.270221703396552
2025-10-11,02,Alaska,733406,0.0,2025/2026,1,2025,41,0.0
2025-10-18,02,Alaska,733406,0.0,2025/2026,2,2025,42,0.0
2025-10-25,02,Alaska,733406,1.0,2025/2026,3,2025,43,0.135110851698276
2025-11-01,02,Alaska,733406,0.0,2025/2026,4,2025,44,0.0
2025-11-08,02,Alaska,733406,3.0,2025/2026,5,2025,45,0.405332555094828
2025-11-15,02,Alaska,733406,0.0,2025/2026,6,2025,46,0.0
2025-11-22,02,Alaska,733406,3.0,2025/2026,7,2025,47,0.405332555094828
2025-11-29,02,Alaska,733406,8.0,2025/2026,8,2025,48,1.08088681358621
2025-12-06,02,Alaska,733406,13.0,2025/2026,9,2025,49,1.75644107207759
2025-12-13,02,Alaska,733406,12.0,2025/2026,10,2025,50,1.62133022037931
2025-12-20,02,Alaska,733406,39.0,2025/2026,11,2025,51,5.26932321623276
2025-12-27,02,Alaska,733406,69.0,2025/2026,12,2025,52,9.32264876718103
2025-10-04,04,Arizona,7431344,19.0,2025/2026,0,2025,40,0.250580819963748
2025-10-11,04,Arizona,7431344,9.0,2025/2026,1,2025,41,0.118696177877565
2025-10-18,04,Arizona,7431344,12.0,2025/2026,2,2025,42,0.15826157050342
2025-10-25,04,Arizona,7431344,15.0,2025/2026,3,2025,43,0.197826963129274
2025-11-01,04,Arizona,7431344,11.0,2025/2026,4,2025,44,0.145073106294801
2025-11-08,04,Arizona,7431344,17.0,2025/2026,5,2025,45,0.224203891546511
2025-11-15,04,Arizona,7431344,18.0,2025/2026,6,2025,46,0.237392355755129
2025-11-22,04,Arizona,7431344,47.0,2025/2026,7,2025,47,0.61985781780506
2025-11-29,04,Arizona,7431344,47.0,2025/2026,8,2025,48,0.61985781780506
2025-12-06,04,Arizona,7431344,41.0,2025/2026,9,2025,49,0.54072703255335
2025-12-13,04,Arizona,7431344,80.0,2025/2026,10,2025,50,1.05507713668946
2025-12-20,04,Arizona,7431344,133.0,2025/2026,11,2025,51,1.75406573974623
2025-12-27,04,Arizona,7431344,318.0,2025/2026,12,2025,52,4.19393161834062
2025-10-04,05,Arkansas,3067732,4.0,2025/2026,0,2025,40,0.129518831066646
2025-10-11,05,Arkansas,3067732,5.0,2025/2026,1,2025,41,0.161898538833307
2025-10-18,05,Arkansas,3067732,2.0,2025/2026,2,2025,42,0.0647594155333229
2025-10-25,05,Arkansas,3067732,3.0,2025/2026,3,2025,43,0.0971391232999844
2025-11-01,05,Arkansas,3067732,9.0,2025/2026,4,2025,44,0.291417369899953
2025-11-08,05,Arkansas,3067732,9.0,2025/2026,5,2025,45,0.291417369899953
2025-11-15,05,Arkansas,3067732,13.0,2025/2026,6,2025,46,0.420936200966599
2025-11-22,05,Arkansas,3067732,17.0,2025/2026,7,2025,47,0.550455032033245
2025-11-29,05,Arkansas,3067732,78.0,2025/2026,8,2025,48,2.52561720579959
2025-12-06,05,Arkansas,3067732,56.0,2025/2026,9,2025,49,1.81326363493304
2025-12-13,05,Arkansas,3067732,85.0,2025/2026,10,2025,50,2.75227516016622
2025-12-20,05,Arkansas,3067732,144.0,2025/2026,11,2025,51,4.66267791839925
2025-12-27,05,Arkansas,3067732,259.0,2025/2026,12,2025,52,8.38634431156532
2025-10-04,06,California,38965193,92.0,2025/2026,0,2025,40,0.233317406038959
2025-10-11,06,California,38965193,96.0,2025/2026,1,2025,41,0.243461641084132
2025-10-18,06,California,38965193,102.0,2025/2026,2,2025,42,0.25867799365189
2025-10-25,06,California,38965193,102.0,2025/2026,3,2025,43,0.25867799365189
2025-11-01,06,California,38965193,139.0,2025/2026,4,2025,44,0.352512167819732
2025-11-08,06,California,38965193,148.0,2025/2026,5,2025,45,0.37533669667137
2025-11-15,06,California,38965193,149.0,2025/2026,6,2025,46,0.377872755432663
2025-11-22,06,California,38965193,148.0,2025/2026,7,2025,47,0.37533669667137
2025-11-29,06,California,38965193,216.0,2025/2026,8,2025,48,0.547788692439296
2025-12-06,06,California,38965193,259.0,2025/2026,9,2025,49,0.656839219174897
2025-12-13,06,California,38965193,414.0,2025/2026,10,2025,50,1.04992832717532
2025-12-20,06,California,38965193,679.0,2025/2026,11,2025,51,1.72198389891797
2025-12-27,06,California,38965193,1105.0,2025/2026,12,2025,52,2.80234493122881
2025-10-04,08,Colorado,5877610,8.0,2025/2026,0,2025,40,0.13428467309991
2025-10-11,08,Colorado,5877610,6.0,2025/2026,1,2025,41,0.100713504824932
2025-10-18,08,Colorado,5877610,7.0,2025/2026,2,2025,42,0.117499088962421
2025-10-25,08,Colorado,5877610,9.0,2025/2026,3,2025,43,0.151070257237398
2025-11-01,08,Colorado,5877610,18.0,2025/2026,4,2025,44,0.302140514474797
2025-11-08,08,Colorado,5877610,28.0,2025/2026,5,2025,45,0.469996355849684
2025-11-15,08,Colorado,5877610,46.0,2025/2026,6,2025,46,0.77213687032448
2025-11-22,08,Colorado,5877610,97.0,2025/2026,7,2025,47,1.6282016613364
2025-11-29,08,Colorado,5877610,149.0,2025/2026,8,2025,48,2.50105203648582
2025-12-06,08,Colorado,5877610,222.0,2025/2026,9,2025,49,3.72639967852249
2025-12-13,08,Colorado,5877610,282.0,2025/2026,10,2025,50,4.73353472677181
2025-12-20,08,Colorado,5877610,517.0,2025/2026,11,2025,51,8.67814699908166
2025-12-27,08,Colorado,5877610,759.0,2025/2026,12,2025,52,12.7402583603539
2025-10-04,09,Connecticut,3617176,8.0,2025/2026,0,2025,40,0.217682987720775
2025-10-11,09,Connecticut,3617176,2.0,2025/2026,1,2025,41,0.0544207469301937
2025-10-18,09,Connecticut,3617176,3.0,2025/2026,2,2025,42,0.0816311203952905
2025-10-25,09,Connecticut,3617176,10.0,2025/2026,3,2025,43,0.272103734650968
2025-11-01,09,Connecticut,3617176,8.0,2025/2026,4,2025,44,0.217682987720775
2025-11-08,09,Connecticut,3617176,16.0,2025/2026,5,2025,45,0.43536597544155
2025-11-15,09,Connecticut,3617176,11.0,2025/2026,6,2025,46,0.299314108116065
2025-11-22,09,Connecticut,3617176,30.0,2025/2026,7,2025,47,0.816311203952905
2025-11-29,09,Connecticut,3617176,74.0,2025/2026,8,2025,48,2.01356763641717
2025-12-06,09,Connecticut,3617176,125.0,2025/2026,9,2025,49,3.40129668313711
2025-12-13,09,Connecticut,3617176,206.0,2025/2026,10,2025,50,5.60533693380995
2025-12-20,09,Connecticut,3617176,447.0,2025/2026,11,2025,51,12.1630369388983
2025-12-27,09,Connecticut,3617176,652.0,2025/2026,12,2025,52,17.7411634992431
2025-10-04,10,Delaware,1031890,1.0,2025/2026,0,2025,40,0.0950645345592856
2025-10-11,10,Delaware,1031890,7.0,2025/2026,1,2025,41,0.665451741914999
2025-10-18,10,Delaware,1031890,1.0,2025/2026,2,2025,42,0.0950645345592856
2025-10-25,10,Delaware,1031890,0.0,2025/2026,3,2025,43,0.0
2025-11-01,10,Delaware,1031890,3.0,2025/2026,4,2025,44,0.285193603677857
2025-11-08,10,Delaware,1031890,4.0,2025/2026,5,2025,45,0.380258138237142
2025-11-15,10,Delaware,1031890,7.0,2025/2026,6,2025,46,0.665451741914999
2025-11-22,10,Delaware,1031890,13.0,2025/2026,7,2025,47,1.23583894927071
2025-11-29,10,Delaware,1031890,13.0,2025/2026,8,2025,48,1.23583894927071
2025-12-06,10,Delaware,1031890,17.0,2025/2026,9,2025,49,1.61609708750785
2025-12-13,10,Delaware,1031890,39.0,2025/2026,10,2025,50,3.70751684781214
2025-12-20,10,Delaware,1031890,99.0,2025/2026,11,2025,51,9.41138892136927
2025-12-27,10,Delaware,1031890,211.0,2025/2026,12,2025,52,20.0586167920093
2025-10-04,11,District of Columbia,678972,6.0,2025/2026,0,2025,40,0.85439658241367
2025-10-11,11,District of Columbia,678972,3.0,2025/2026,1,2025,41,0.427198291206835
2025-10-18,11,District of Columbia,678972,2.0,2025/2026,2,2025,42,0.284798860804557
2025-10-25,11,District of Columbia,678972,3.0,2025/2026,3,2025,43,0.427198291206835
2025-11-01,11,District of Columbia,678972,0.0,2025/2026,4,2025,44,0.0
2025-11-08,11,District of Columbia,678972,0.0,2025/2026,5,2025,45,0.0
2025-11-15,11,District of Columbia,678972,7.0,2025/2026,6,2025,46,0.996796012815949
2025-11-22,11,District of Columbia,678972,13.0,2025/2026,7,2025,47,1.85119259522962
2025-11-29,11,District of Columbia,678972,14.0,2025/2026,8,2025,48,1.9935920256319
2025-12-06,11,District of Columbia,678972,26.0,2025/2026,9,2025,49,3.70238519045924
2025-12-13,11,District of Columbia,678972,31.0,2025/2026,10,2025,50,4.41438234247063
2025-12-20,11,District of Columbia,678972,47.0,2025/2026,11,2025,51,6.69277322890708
2025-12-27,11,District of Columbia,678972,91.0,2025/2026,12,2025,52,12.9583481666073
2025-10-04,12,Florida,22610726,140.0,2025/2026,0,2025,40,0.59900184899035
2025-10-11,12,Florida,22610726,167.0,2025/2026,1,2025,41,0.714523634152775
2025-10-18,12,Florida,22610726,194.0,2025/2026,2,2025,42,0.8300454193152
2025-10-25,12,Florida,22610726,215.0,2025/2026,3,2025,43,0.919895696663752
2025-11-01,12,Florida,22610726,235.0,2025/2026,4,2025,44,1.00546738937666
2025-11-08,12,Florida,22610726,300.0,2025/2026,5,2025,45,1.28357539069361
2025-11-15,12,Florida,22610726,378.0,2025/2026,6,2025,46,1.61730499227395
2025-11-22,12,Florida,22610726,613.0,2025/2026,7,2025,47,2.62277238165061
2025-11-29,12,Florida,22610726,723.0,2025/2026,8,2025,48,3.09341669157159
2025-12-06,12,Florida,22610726,881.0,2025/2026,9,2025,49,3.76943306400356
2025-12-13,12,Florida,22610726,903.0,2025/2026,10,2025,50,3.86356192598776
2025-12-20,12,Florida,22610726,1491.0,2025/2026,11,2025,51,6.37936969174723
2025-12-27,12,Florida,22610726,2052.0,2025/2026,12,2025,52,8.77965567234428
2025-10-04,13,Georgia,11029227,27.0,2025/2026,0,2025,40,0.241483718899357
2025-10-11,13,Georgia,11029227,14.0,2025/2026,1,2025,41,0.125213780170037
2025-10-18,13,Georgia,11029227,25.0,2025/2026,2,2025,42,0.223596036017923
2025-10-25,13,Georgia,11029227,30.0,2025/2026,3,2025,43,0.268315243221507
2025-11-01,13,Georgia,11029227,28.0,2025/2026,4,2025,44,0.250427560340073
2025-11-08,13,Georgia,11029227,47.0,2025/2026,5,2025,45,0.420360547713695
2025-11-15,13,Georgia,11029227,62.0,2025/2026,6,2025,46,0.554518169324448
2025-11-22,13,Georgia,11029227,104.0,2025/2026,7,2025,47,0.930159509834559
2025-11-29,13,Georgia,11029227,159.0,2025/2026,8,2025,48,1.42207078907399
2025-12-06,13,Georgia,11029227,170.0,2025/2026,9,2025,49,1.52045304492187
2025-12-13,13,Georgia,11029227,320.0,2025/2026,10,2025,50,2.86202926102941
2025-12-20,13,Georgia,11029227,662.0,2025/2026,11,2025,51,5.92082303375459
2025-12-27,13,Georgia,11029227,1114.0,2025/2026,12,2025,52,9.96343936495864
2025-10-04,15,Hawaii,1435138,1.0,2025/2026,0,2025,40,0.0691493113420083
2025-10-11,15,Hawaii,1435138,4.0,2025/2026,1,2025,41,0.276597245368033
2025-10-18,15,Hawaii,1435138,5.0,2025/2026,2,2025,42,0.345746556710042
2025-10-25,15,Hawaii,1435138,10.0,2025/2026,3,2025,43,0.691493113420083
2025-11-01,15,Hawaii,1435138,7.0,2025/2026,4,2025,44,0.484045179394058
2025-11-08,15,Hawaii,1435138,5.0,2025/2026,5,2025,45,0.345746556710042
2025-11-15,15,Hawaii,1435138,16.0,2025/2026,6,2025,46,1.10638898147213
2025-11-22,15,Hawaii,1435138,42.0,2025/2026,7,2025,47,2.90427107636435
2025-11-29,15,Hawaii,1435138,29.0,2025/2026,8,2025,48,2.00533002891824
2025-12-06,15,Hawaii,1435138,40.0,2025/2026,9,2025,49,2.76597245368033
2025-12-13,15,Hawaii,1435138,71.0,2025/2026,10,2025,50,4.90960110528259
2025-12-20,15,Hawaii,1435138,83.0,2025/2026,11,2025,51,5.73939284138669
2025-12-27,15,Hawaii,1435138,83.0,2025/2026,12,2025,52,5.73939284138669
2025-10-04,16,Idaho,1964726,2.0,2025/2026,0,2025,40,0.0999191154760222
2025-10-11,16,Idaho,1964726,1.0,2025/2026,1,2025,41,0.0499595577380111
2025-10-18,16,Idaho,1964726,4.0,2025/2026,2,2025,42,0.199838230952044
2025-10-25,16,Idaho,1964726,4.0,2025/2026,3,2025,43,0.199838230952044
2025-11-01,16,Idaho,1964726,8.0,2025/2026,4,2025,44,0.399676461904089
2025-11-08,16,Idaho,1964726,20.0,2025/2026,5,2025,45,0.999191154760222
2025-11-15,16,Idaho,1964726,11.0,2025/2026,6,2025,46,0.549555135118122
2025-11-22,16,Idaho,1964726,27.0,2025/2026,7,2025,47,1.3489080589263
2025-11-29,16,Idaho,1964726,25.0,2025/2026,8,2025,48,1.24898894345028
2025-12-06,16,Idaho,1964726,38.0,2025/2026,9,2025,49,1.89846319404442
2025-12-13,16,Idaho,1964726,27.0,2025/2026,10,2025,50,1.3489080589263
2025-12-20,16,Idaho,1964726,86.0,2025/2026,11,2025,51,4.29652196546895
2025-12-27,16,Idaho,1964726,195.0,2025/2026,12,2025,52,9.74211375891216
2025-10-04,17,Illinois,12549689,14.0,2025/2026,0,2025,40,0.110148119323143
2025-10-11,17,Illinois,12549689,14.0,2025/2026,1,2025,41,0.110148119323143
2025-10-18,17,Illinois,12549689,27.0,2025/2026,2,2025,42,0.21242851583749
2025-10-25,17,Illinois,12549689,21.0,2025/2026,3,2025,43,0.165222178984714
2025-11-01,17,Illinois,12549689,37.0,2025/2026,4,2025,44,0.291105743925449
2025-11-08,17,Illinois,12549689,29.0,2025/2026,5,2025,45,0.228163961455082
2025-11-15,17,Illinois,12549689,46.0,2025/2026,6,2025,46,0.361915249204613
2025-11-22,17,Illinois,12549689,86.0,2025/2026,7,2025,47,0.67662416155645
2025-11-29,17,Illinois,12549689,132.0,2025/2026,8,2025,48,1.03853941076106
2025-12-06,17,Illinois,12549689,196.0,2025/2026,9,2025,49,1.542073670524
2025-12-13,17,Illinois,12549689,249.0,2025/2026,10,2025,50,1.95906297939019
2025-12-20,17,Illinois,12549689,579.0,2025/2026,11,2025,51,4.55541150629284
2025-12-27,17,Illinois,12549689,1426.0,2025/2026,12,2025,52,11.219372725343
2025-10-04,18,Indiana,6862199,18.0,2025/2026,0,2025,40,0.259955013340747
2025-10-11,18,Indiana,6862199,12.0,2025/2026,1,2025,41,0.173303342227165
2025-10-18,18,Indiana,6862199,17.0,2025/2026,2,2025,42,0.24551306815515
2025-10-25,18,Indiana,6862199,17.0,2025/2026,3,2025,43,0.24551306815515
2025-11-01,18,Indiana,6862199,19.0,2025/2026,4,2025,44,0.274396958526344
2025-11-08,18,Indiana,6862199,22.0,2025/2026,5,2025,45,0.317722794083135
2025-11-15,18,Indiana,6862199,41.0,2025/2026,6,2025,46,0.592119752609479
2025-11-22,18,Indiana,6862199,59.0,2025/2026,7,2025,47,0.852074765950226
2025-11-29,18,Indiana,6862199,86.0,2025/2026,8,2025,48,1.24200728596135
2025-12-06,18,Indiana,6862199,118.0,2025/2026,9,2025,49,1.70414953190045
2025-12-13,18,Indiana,6862199,151.0,2025/2026,10,2025,50,2.18073372302515
2025-12-20,18,Indiana,6862199,321.0,2025/2026,11,2025,51,4.63586440457665
2025-12-27,18,Indiana,6862199,609.0,2025/2026,12,2025,52,8.7951446180286
2025-10-04,19,Iowa,3207004,1.0,2025/2026,0,2025,40,0.030850029369228
2025-10-11,19,Iowa,3207004,4.0,2025/2026,1,2025,41,0.123400117476912
2025-10-18,19,Iowa,3207004,1.0,2025/2026,2,2025,42,0.030850029369228
2025-10-25,19,Iowa,3207004,1.0,2025/2026,3,2025,43,0.030850029369228
2025-11-01,19,Iowa,3207004,3.0,2025/2026,4,2025,44,0.0925500881076839
2025-11-08,19,Iowa,3207004,9.0,2025/2026,5,2025,45,0.277650264323052
2025-11-15,19,Iowa,3207004,8.0,2025/2026,6,2025,46,0.246800234953824
2025-11-22,19,Iowa,3207004,5.0,2025/2026,7,2025,47,0.15425014684614
2025-11-29,19,Iowa,3207004,19.0,2025/2026,8,2025,48,0.586150558015331
2025-12-06,19,Iowa,3207004,21.0,2025/2026,9,2025,49,0.647850616753787
2025-12-13,19,Iowa,3207004,30.0,2025/2026,10,2025,50,0.925500881076839
2025-12-20,19,Iowa,3207004,88.0,2025/2026,11,2025,51,2.71480258449206
2025-12-27,19,Iowa,3207004,251.0,2025/2026,12,2025,52,7.74335737167622
2025-10-04,20,Kansas,2940546,10.0,2025/2026,0,2025,40,0.336631650242408
2025-10-11,20,Kansas,2940546,13.0,2025/2026,1,2025,41,0.437621145315131
2025-10-18,20,Kansas,2940546,9.0,2025/2026,2,2025,42,0.302968485218168
2025-10-25,20,Kansas,2940546,7.0,2025/2026,3,2025,43,0.235642155169686
2025-11-01,20,Kansas,2940546,10.0,2025/2026,4,2025,44,0.336631650242408
2025-11-08,20,Kansas,2940546,6.0,2025/2026,5,2025,45,0.201978990145445
2025-11-15,20,Kansas,2940546,10.0,2025/2026,6,2025,46,0.336631650242408
2025-11-22,20,Kansas,2940546,8.0,2025/2026,7,2025,47,0.269305320193927
2025-11-29,20,Kansas,2940546,13.0,2025/2026,8,2025,48,0.437621145315131
2025-12-06,20,Kansas,2940546,22.0,2025/2026,9,2025,49,0.740589630533299
2025-12-13,20,Kansas,2940546,30.0,2025/2026,10,2025,50,1.00989495072723
2025-12-20,20,Kansas,2940546,100.0,2025/2026,11,2025,51,3.36631650242408
2025-12-27,20,Kansas,2940546,262.0,2025/2026,12,2025,52,8.8197492363511
2025-10-04,21,Kentucky,4526154,15.0,2025/2026,0,2025,40,0.326913336582125
2025-10-11,21,Kentucky,4526154,23.0,2025/2026,1,2025,41,0.501267116092592
2025-10-18,21,Kentucky,4526154,19.0,2025/2026,2,2025,42,0.414090226337359
2025-10-25,21,Kentucky,4526154,14.0,2025/2026,3,2025,43,0.305119114143317
2025-11-01,21,Kentucky,4526154,12.0,2025/2026,4,2025,44,0.2615306692657
2025-11-08,21,Kentucky,4526154,22.0,2025/2026,5,2025,45,0.479472893653784
2025-11-15,21,Kentucky,4526154,25.0,2025/2026,6,2025,46,0.544855560970209
2025-11-22,21,Kentucky,4526154,28.0,2025/2026,7,2025,47,0.610238228286634
2025-11-29,21,Kentucky,4526154,49.0,2025/2026,8,2025,48,1.06791689950161
2025-12-06,21,Kentucky,4526154,67.0,2025/2026,9,2025,49,1.46021290340016
2025-12-13,21,Kentucky,4526154,91.0,2025/2026,10,2025,50,1.98327424193156
2025-12-20,21,Kentucky,4526154,213.0,2025/2026,11,2025,51,4.64216937946618
2025-12-27,21,Kentucky,4526154,471.0,2025/2026,12,2025,52,10.2650787686787
2025-10-04,22,Louisiana,4573749,33.0,2025/2026,0,2025,40,0.717743935063749
2025-10-11,22,Louisiana,4573749,36.0,2025/2026,1,2025,41,0.782993383705908
2025-10-18,22,Louisiana,4573749,43.0,2025/2026,2,2025,42,0.935242097204279
2025-10-25,22,Louisiana,4573749,53.0,2025/2026,3,2025,43,1.15274025934481
2025-11-01,22,Louisiana,4573749,43.0,2025/2026,4,2025,44,0.935242097204279
2025-11-08,22,Louisiana,4573749,82.0,2025/2026,5,2025,45,1.78348492955235
2025-11-15,22,Louisiana,4573749,107.0,2025/2026,6,2025,46,2.32723033490367
2025-11-22,22,Louisiana,4573749,115.0,2025/2026,7,2025,47,2.50122886461609
2025-11-29,22,Louisiana,4573749,113.0,2025/2026,8,2025,48,2.45772923218799
2025-12-06,22,Louisiana,4573749,179.0,2025/2026,9,2025,49,3.89321710231549
2025-12-13,22,Louisiana,4573749,248.0,2025/2026,10,2025,50,5.39395442108514
2025-12-20,22,Louisiana,4573749,433.0,2025/2026,11,2025,51,9.41767042068495
2025-12-27,22,Louisiana,4573749,652.0,2025/2026,12,2025,52,14.1808801715626
2025-10-04,23,Maine,1395722,1.0,2025/2026,0,2025,40,0.0711737693343544
2025-10-11,23,Maine,1395722,1.0,2025/2026,1,2025,41,0.0711737693343544
2025-10-18,23,Maine,1395722,3.0,2025/2026,2,2025,42,0.213521308003063
2025-10-25,23,Maine,1395722,3.0,2025/2026,3,2025,43,0.213521308003063
2025-11-01,23,Maine,1395722,2.0,2025/2026,4,2025,44,0.142347538668709
2025-11-08,23,Maine,1395722,3.0,2025/2026,5,2025,45,0.213521308003063
2025-11-15,23,Maine,1395722,4.0,2025/2026,6,2025,46,0.284695077337418
2025-11-22,23,Maine,1395722,8.0,2025/2026,7,2025,47,0.569390154674836
2025-11-29,23,Maine,1395722,13.0,2025/2026,8,2025,48,0.925259001346608
2025-12-06,23,Maine,1395722,20.0,2025/2026,9,2025,49,1.42347538668709
2025-12-13,23,Maine,1395722,29.0,2025/2026,10,2025,50,2.06403931069628
2025-12-20,23,Maine,1395722,75.0,2025/2026,11,2025,51,5.33803270007658
2025-12-27,23,Maine,1395722,137.0,2025/2026,12,2025,52,9.75080639880656
2025-10-04,24,Maryland,6180253,3.0,2025/2026,0,2025,40,0.0478986847021181
2025-10-11,24,Maryland,6180253,9.0,2025/2026,1,2025,41,0.143696054106354
2025-10-18,24,Maryland,6180253,6.0,2025/2026,2,2025,42,0.0957973694042362
2025-10-25,24,Maryland,6180253,16.0,2025/2026,3,2025,43,0.25545965174463
2025-11-01,24,Maryland,6180253,14.0,2025/2026,4,2025,44,0.223527195276551
2025-11-08,24,Maryland,6180253,20.0,2025/2026,5,2025,45,0.319324564680787
2025-11-15,24,Maryland,6180253,33.0,2025/2026,6,2025,46,0.526885531723299
2025-11-22,24,Maryland,6180253,66.0,2025/2026,7,2025,47,1.0537710634466
2025-11-29,24,Maryland,6180253,91.0,2025/2026,8,2025,48,1.45292676929758
2025-12-06,24,Maryland,6180253,134.0,2025/2026,9,2025,49,2.13947458336127
2025-12-13,24,Maryland,6180253,227.0,2025/2026,10,2025,50,3.62433380912693
2025-12-20,24,Maryland,6180253,384.0,2025/2026,11,2025,51,6.13103164187111
2025-12-27,24,Maryland,6180253,586.0,2025/2026,12,2025,52,9.35620974514707
2025-10-04,25,Massachusetts,7001399,17.0,2025/2026,0,2025,40,0.238222991012968
